mdomid	ogsid
LOC101888348_XP_005180312.1	26647
LOC101892861_XP_005186135.1	16635
LOC101891355_XP_005184812.1	26715
LOC101891835_XP_005188421.1	1714
LOC101899039_XP_005191638.1	17830
LOC101891703_XP_005183529.1	12936
LOC101898803_XP_005190899.1	10623
LOC101900704_XP_005175979.1	8390
LOC101897111_XP_005184526.1	11730
LOC101900363_XP_005178896.1	14458
LOC101891826_XP_005186129.1	21815
LOC101897564_XP_005180368.1	10351
LOC101901027_XP_005185202.1	1091
LOC101893844_XP_005177471.1	21384
LOC101896292_XP_005184669.1	11439
LOC101895916_XP_005186496.1	2496
LOC101899475_XP_005182546.1	16652
LOC101901799_XP_005183592.1	11696
LOC101901658_XP_005190989.1	3379
LOC101894263_XP_005181658.1	10460
LOC101892951_XP_005179290.1	5475
LOC101900240_XP_005175624.1	2166.2
LOC101888718_XP_005186455.1	23029
LOC101887499_XP_005180749.1	18033
LOC101891326_XP_005176552.1	15996
LOC101901173_XP_005176872.1	24834
LOC101897448_XP_005179404.1	22281
LOC101894422_XP_005179744.1	23623
LOC101894533_XP_005178502.1	22254
LOC101889772_XP_005188499.1	18963
LOC101893012_XP_005180875.1	1365
LOC101900312_XP_005179946.1	10062
LOC101894251_XP_005178583.1	8092
LOC101900678_XP_005185698.1	1381
LOC101888676_XP_005191162.1	19903.1
LOC101893856_XP_005181054.1	6212.1.1
LOC101901160_XP_005191068.1	16793.1
LOC101898379_XP_005186674.1	3461
LOC101896062_XP_005181417.1	15891
LOC101893578_XP_005179653.1	10341.2
LOC101899891_XP_005190567.1	9435
PASA1_gene_51_PASA1_model_52.1	5786
LOC101889072_XP_005185465.1	11031
LOC101891542_XP_005188683.1	5260
LOC101898144_XP_005183747.1	22688
LOC101895587_XP_005176036.1	428.1.2.1.1.1
LOC101901346_XP_005177517.1	3484
LOC101892509_XP_005186476.1	19679
LOC101890687_XP_005191973.1	1124
LOC101889237_XP_005182229.1	16206
LOC101898085_XP_005184173.1	3238
LOC101898374_XP_005185514.1	22085
LOC101898002_XP_005176414.1	2778
LOC101890356_XP_005177868.1	23735.2
LOC101887520_XP_005187440.1	16914
LOC101899160_XP_005176509.1	8073
LOC101892897_XP_005179820.1	9251
LOC101894494_XP_005182868.1	4255
LOC101888848_XP_005189873.1	22151
LOC101898160_XP_005188279.1	1033
LOC101900961_XP_005182642.1	9787
LOC101889336_XP_005175642.1	10232
LOC101899522_XP_005180200.1	8202
LOC101897598_XP_005189532.1	6867
LOC101897097_XP_005180901.1	2545
LOC101896974_XP_005177220.1	26839
LOC101888098_XP_005190032.1	19917
LOC101896748_XP_005179840.1	1627
LOC101896028_XP_005189595.1	16101
LOC101896015_XP_005184067.1	5836
LOC101898942_XP_005180110.1	26436
LOC101893065_XP_005178408.1	16242
LOC101890624_XP_005191090.1	13981
LOC101890463_XP_005176092.1	24395
LOC101900626_XP_005189858.1	6862
LOC101900106_XP_005187939.1	26491
LOC101893747_XP_005179825.1	11032
LOC101899438_XP_005189463.1	23872
LOC101893248_XP_005180783.1	11173
LOC101895707_XP_005178335.1	17111
LOC101890450_XP_005189962.1	6319
LOC101888814_XP_005179623.1	4970
LOC101888701_XP_005181797.1	4287
LOC101896230_XP_005184998.1	16793.1
LOC101894245_XP_005176657.1	8119
LOC101895620_XP_005188708.1	23771
LOC101894364_XP_005175736.1	19124.1
LOC101901216_XP_005189623.1	27014
LOC101891265_XP_005175775.1	11668
LOC101898645_XP_005179236.1	4082
LOC101897280_XP_005180720.1	3213
LOC101894645_XP_005180436.1	22205.2
LOC101893361_XP_005182597.1	7767
LOC101899050_XP_005177677.1	3263
LOC101893779_XP_005190534.1	26160
LOC101899804_XP_005183174.1	27215
LOC101890378_XP_005186378.1	25763
LOC101896486_XP_005190634.1	20382
LOC101893773_XP_005188253.1	11848
LOC101898869_XP_005176680.1	5236
LOC101899252_XP_005188728.1	21589.2
LOC101896186_XP_005188624.1	27456
LOC101897924_XP_005186827.1	22332
LOC101899218_XP_005177678.1	17224.2
LOC101895034_XP_005184246.1	7991
LOC101894684_XP_005176207.1	5714.1.1
LOC101891777_XP_005189101.1	21296
LOC101895008_XP_005175740.1	6862
LOC101894888_XP_005190712.1	5867
LOC101894894_XP_005192082.1	7979
LOC101898668_XP_005185265.1	26436
LOC101901278_XP_005190577.1	25608
LOC101901690_XP_005182145.1	21823
LOC101900581_XP_005191228.1	6867
PASA1_gene_52_PASA1_model_53	5893
LOC101890110_XP_005189256.1	20250
LOC101896647_XP_005185086.1	11175
LOC101895803_XP_005190883.1	26436
LOC101897781_XP_005191555.1	10912.2
LOC101895791_XP_005187826.1	2315
LOC101889781_XP_005191005.1	22397
LOC101897294_XP_005184169.1	17150
LOC101894281_XP_005187230.1	8964
LOC101892655_XP_005177882.1	8856
LOC101890050_XP_005187966.1	20018
LOC101901106_XP_005189298.1	9.1.1
LOC101896551_XP_005191292.1	13479.2
LOC101892763_XP_005192142.1	17052
LOC101899484_XP_005185691.1	23850
LOC101901090_XP_005184283.1	14684
LOC101901307_XP_005182556.1	14917
LOC101893887_XP_005190068.1	327
LOC101890949_XP_005185306.1	3755
LOC101901443_XP_005191874.1	10313
LOC101890521_XP_005176274.1	20852
LOC101889936_XP_005186461.1	16451
LOC101887966_XP_005184467.1	20556
LOC101901315_XP_005184784.1	6862
LOC101887430_XP_005191801.1	2902
LOC101897193_XP_005190390.1	24073
LOC101887420_XP_005189241.1	22686
LOC101895514_XP_005174815.1	13367
LOC101897843_XP_005178173.1	9466
LOC101897933_XP_005189281.1	6599
LOC101892850_XP_005183300.1	8460
LOC101899175_XP_005181516.1	19486.2
LOC101895378_XP_005185168.1	10790
LOC101900077_XP_005180293.1	15994
LOC101893186_XP_005179110.1	1069
LOC101889370_XP_005186951.1	12943
LOC101899981_XP_005185694.1	14779
LOC101894142_XP_005178501.1	6803
LOC101901221_XP_005190744.1	24110
LOC101891119_XP_005184638.1	18892
LOC101887914_XP_005187104.1	18225
LOC101893629_XP_005178322.1	10615
LOC101896340_XP_005182440.1	19169
LOC101894882_XP_005187404.1	11878
LOC101900481_XP_005180032.1	6607.1
LOC101901412_XP_005181176.1	11013
LOC101890544_XP_005184563.1	16045
LOC101891113_XP_005182498.1	11531
LOC101888198_XP_005185710.1	11967
LOC101897825_XP_005188967.1	25902.2.1
LOC101890171_XP_005192053.1	27310
LOC101895964_XP_005187827.1	15987
LOC101896391_XP_005181148.1	16970
LOC101897712_XP_005191702.1	16041
LOC101897855_XP_005183830.1	16935
LOC101887974_XP_005187783.1	23320
LOC101896628_XP_005179310.1	1397
PASA1_gene_44_PASA1_model_45	11640
LOC101899337_XP_005176510.1	22160
LOC101897934_XP_005189454.1	12587.2
LOC101894252_XP_005178677.1	7912
LOC101896678_XP_005176218.1	5714.1.1
LOC101899846_XP_005178534.1	2822
LOC101899235_XP_005184001.1	8379
LOC101889802_XP_005179970.1	4801
LOC101899168_XP_005180024.1	2628
LOC101890807_XP_005176368.1	5588
LOC101896593_XP_005187747.1	1372
LOC101889430_XP_005186535.1	6330.1.1
PASA1_gene_28_PASA1_model_29	19998
LOC101896630_XP_005179671.1	18440
LOC101898802_XP_005190736.1	17561
LOC101893599_XP_005187053.1	24970
LOC101893041_XP_005189425.1	9105
LOC101893593_XP_005185318.1	2336
LOC101888541_XP_005186531.1	13343
LOC101892455_XP_005187131.1	20328
LOC101890948_XP_005185230.1	17024
LOC101891463_XP_005182500.1	16064
LOC101890251_XP_005182667.1	15898
LOC101889722_XP_005190594.1	319
LOC101887717_XP_005175989.1	1884
LOC101897272_XP_005178518.1	24230
LOC101897761_XP_005186424.1	7480.1.1.2
LOC101895627_XP_005190159.1	8292
LOC101887486_XP_005176700.1	5433
LOC101898121_XP_005178524.1	14278
LOC101891948_XP_005188329.1	5422
LOC101893767_XP_005187054.1	26436
LOC101888889_XP_005184955.1	20496
LOC101898014_XP_005181509.1	12551
LOC101897409_XP_005183988.1	6259
LOC101892057_XP_005187216.1	20233
LOC101891506_XP_005176901.1	21983
LOC101898023_XP_005184680.1	11848
LOC101887665_XP_005177693.1	8889
LOC101893107_XP_005190367.1	12830
LOC101894951_XP_005191033.1	5818
LOC101900842_XP_005181353.1	17097
LOC101893527_XP_005182511.1	5556
LOC101900716_XP_005180472.1	24138
LOC101900662_XP_005182043.1	25007
LOC101897778_XP_005191049.1	15257
LOC101894488_XP_005181569.1	24346
LOC101888441_XP_005188310.1	4001
LOC101897753_XP_005184351.1	14487
LOC101895704_XP_005177901.1	946
LOC101895883_XP_005179034.1	22876
LOC101890026_XP_005180057.1	20452
LOC101889833_XP_005189645.1	11043
LOC101891887_XP_005188685.1	5260
LOC101891722_XP_005189888.1	16261
LOC101889684_XP_005180054.1	9672.2
LOC101888856_XP_005192046.1	21764
LOC101896094_XP_005189444.1	20028
LOC101899564_XP_005175243.1	22314
LOC101900046_XP_005187262.1	15087.2.2
LOC101894003_XP_005189982.1	14356.1.2.2
LOC101898338_XP_005189761.1	703
LOC101894239_XP_005192078.1	7507
LOC101894199_XP_005178942.1	6454.2
LOC101893429_XP_005186057.1	26645
LOC101892966_XP_005183537.1	26187
LOC101899735_XP_005178891.1	25615
LOC101901563_XP_005177151.1	13408
LOC101891349_XP_005183448.1	7815
LOC101892728_XP_005182950.1	4120
LOC101897704_XP_005189605.1	19598
LOC101888382_XP_005189786.1	9671
LOC101889296_XP_005179715.1	7079
LOC101901805_XP_005185207.1	12388
LOC101891714_XP_005187629.1	19342
LOC101898570_XP_005190250.1	6467
LOC101892492_XP_005182591.1	9228
LOC101896259_XP_005191374.1	16638
LOC101892542_XP_005176646.1	7223
LOC101897357_XP_005187923.1	21564
LOC101893397_XP_005175941.1	18987
LOC101891531_XP_005184491.1	5455
LOC101890963_XP_005189651.1	1904.1
LOC101901782_XP_005176614.1	22080
LOC101901785_XP_005177333.1	5581
LOC101889103_XP_005175995.1	2902
LOC101896687_XP_005177747.1	4411
LOC101901593_XP_005186850.1	15178
LOC101897976_XP_005186251.1	15460.1
LOC101888478_XP_005182481.1	18594
LOC101890564_XP_005191510.1	11417
LOC101891549_XP_005190139.1	19598
LOC101896802_XP_005176493.1	1902
LOC101898107_XP_005191051.1	14852
LOC101894426_XP_005181221.1	12970
LOC101896039_XP_005175066.1	14590
LOC101897331_XP_005178170.1	16305
LOC101896521_XP_005182792.1	25106.1
LOC101899368_XP_005186093.1	650
LOC101898221_XP_005190396.1	10833
LOC101891094_XP_005175774.1	9710
LOC101895164_XP_005190232.1	23568
LOC101887644_XP_005186942.1	18166
LOC101901189_XP_005181355.1	12188
LOC101891778_XP_005189329.1	17690
LOC101896954_XP_005189753.1	16924.1.1
LOC101893961_XP_005175861.1	24617
LOC101895870_XP_005175380.1	4128
LOC101900081_XP_005182462.1	23133
LOC101898175_XP_005176140.1	1535
LOC101892081_XP_005175653.1	709
LOC101898034_XP_005188012.1	6124
LOC101888447_XP_005189398.1	21421
LOC101896532_XP_005185335.1	19486.1
LOC101900639_XP_005175695.1	24414
LOC101899723_XP_005191641.1	17885
LOC101891926_XP_005183217.1	2648
LOC101897087_XP_005178343.1	10615
LOC101890387_XP_005189321.1	18207
LOC101898488_XP_005182540.1	10920
LOC101899041_XP_005191861.1	21823
LOC101894147_XP_005180257.1	957.2
LOC101891041_XP_005177081.1	14227
LOC101893694_XP_005181740.1	21876
LOC101889980_XP_005182756.1	25905.2
LOC101893888_XP_005190371.1	12887
LOC101888140_XP_005185799.1	1907
LOC101899544_XP_005186433.1	18804.2
LOC101893241_XP_005178409.1	21936
LOC101893938_XP_005187228.1	10377
LOC101896925_XP_005181151.1	10139
LOC101891417_XP_005186385.1	10384.2.1.1.2.1.1.1.2
LOC101893555_XP_005191610.1	15500
LOC101896706_XP_005183649.1	19656
LOC101900664_XP_005182288.1	26648.1.1.1.1.1.1.2
LOC101894205_XP_005181743.1	5486
LOC101892415_XP_005190218.1	11878
LOC101899221_XP_005178706.1	16384
LOC101892519_XP_005188425.1	20990
LOC101892046_XP_005183295.1	5898
LOC101890187_XP_005180410.1	25528
LOC101901383_XP_005190336.1	24980
LOC101888157_XP_005191496.1	14722
LOC101888734_XP_005190921.1	14389.2
LOC101888318_XP_005187443.1	14007
LOC101896971_XP_005176132.1	26648.1.1.1.1.1.2.2
LOC101888926_XP_005177345.1	9989.2
LOC101890862_XP_005174786.1	22667
LOC101900952_XP_005178026.1	13179
LOC101897155_XP_005178784.1	15708
LOC101889374_XP_005188225.1	26648.1.1.1.1.1.1.1
LOC101896376_XP_005175383.1	26334
LOC101897395_XP_005179137.1	12391
LOC101898725_XP_005185773.1	7457
LOC101901387_XP_005191715.1	1623
LOC101888204_XP_005186765.1	3493
LOC101898047_XP_005191467.1	24018
LOC101894500_XP_005184657.1	8742
LOC101896445_XP_005178691.1	2905.2
LOC101887774_XP_005177337.1	6712
LOC101891451_XP_005180330.1	26831.1.1
LOC101900633_XP_005192183.1	20973
LOC101898465_XP_005177132.1	1958
LOC101892716_XP_005177373.1	25090
LOC101899500_XP_005190740.1	24749.2.2.2.2
LOC101898415_XP_005177673.1	25282.2
LOC101901759_XP_005185366.1	14504
LOC101895937_XP_005175800.1	21911.2
LOC101897780_XP_005191299.1	17614
LOC101892234_XP_005188687.1	22056
LOC101897399_XP_005180989.1	15979
LOC101895832_XP_005182015.1	22983.2.2
LOC101892879_XP_005191675.1	8494
LOC101889976_XP_005181545.1	25549.1
LOC101900555_XP_005183846.1	23573
LOC101896444_XP_005178427.1	10471
LOC101901648_XP_005187948.1	10078
LOC101888728_XP_005189788.1	7027.1
LOC101899082_XP_005189288.1	19735
LOC101893275_XP_005189111.1	17024
LOC101891867_XP_005180511.1	18551
LOC101891457_XP_005181552.1	12194
LOC101888039_XP_005191075.1	1684
LOC101892310_XP_005178753.1	12461
LOC101895715_XP_005180267.1	20024
LOC101892476_XP_005177720.1	18136
LOC101890914_XP_005175352.1	6947
LOC101889703_XP_005184121.1	6616
LOC101891011_XP_005184724.1	6693
LOC101889013_XP_005184885.1	26648.1.1.1.1.1.2.1.2
LOC101891587_XP_005184316.1	26436
LOC101888923_XP_005176357.1	13967
LOC101892121_XP_005187891.1	13835
LOC101888053_XP_005177780.1	10085
LOC101891558_XP_005191978.1	27232
LOC101898665_XP_005183998.1	25328
LOC101890139_XP_005181378.1	19874
LOC101897128_XP_005189212.1	4938
LOC101893129_XP_005179291.1	17310.2
LOC101887391_XP_005180039.1	9495.2
LOC101892280_XP_005185059.1	13380.1
LOC101898394_XP_005190397.1	10389
LOC101896197_XP_005191123.1	6483
LOC101890275_XP_005189961.1	6319
LOC101888258_XP_005185214.1	24973
LOC101895729_XP_005184158.1	12393
LOC101887204_XP_005176347.1	27019
LOC101896312_XP_005191694.1	7252.2
LOC101898961_XP_005186678.1	19377
LOC101891716_XP_005188596.1	13536
LOC101887722_XP_005177523.1	17218
LOC101892940_XP_005175523.1	12615
LOC101900227_XP_005190110.1	16606.2
LOC101894136_XP_005176114.1	4158
LOC101899990_XP_005188201.1	12654
LOC101890774_XP_005185229.1	17286
LOC101897422_XP_005187333.1	5818
LOC101896784_XP_005189916.1	1955
LOC101896716_XP_005186416.1	9933
LOC101893231_XP_005192145.1	8386
LOC101894627_XP_005191031.1	6983
LOC101888962_XP_005188313.1	1
LOC101898721_XP_005185098.1	8651
LOC101898459_XP_005174996.1	27034.2.2
LOC101896161_XP_005179920.1	15096
LOC101893632_XP_005179020.1	3682
LOC101890217_XP_005190597.1	16467
LOC101893424_XP_005184236.1	22901
LOC101894924_XP_005185577.1	23337
LOC101893964_XP_005177982.1	2720
LOC101893295_XP_005176562.1	15766
LOC101896469_XP_005187068.1	7027.2
LOC101900585_XP_005175089.1	2560
LOC101898003_XP_005176763.1	12000
LOC101898021_XP_005184353.1	16873
LOC101900329_XP_005185023.1	13272
LOC101888443_XP_005188912.1	14648
LOC101895863_XP_005190957.1	26436
LOC101892702_XP_005191674.1	2005
LOC101896836_XP_005188361.1	23153
LOC101889654_XP_005188317.1	21949
LOC101894642_XP_005179383.1	7071
LOC101890679_XP_005188591.1	18176.1
LOC101895795_XP_005188354.1	428.1.2.1.1.2
LOC101899903_XP_005177417.1	22475
LOC101898408_XP_005175888.1	2271
LOC101888754_XP_005178822.1	16370
LOC101897131_XP_005189918.1	17167
LOC101901477_XP_005185283.1	15002
LOC101892336_XP_005184817.1	9846
LOC101901372_XP_005187435.1	11146
LOC101889836_XP_005191169.1	8263
LOC101897271_XP_005178344.1	10615
LOC101887745_XP_005184949.1	26378
LOC101892969_XP_005183961.1	7036
LOC101889053_XP_005180050.1	22457
LOC101887582_XP_005185707.1	22404
LOC101898864_XP_005175688.1	21243
LOC101896670_XP_005192005.1	23855
LOC101899292_XP_005180732.1	18388.1
LOC101889342_XP_005177619.1	20039
LOC101899505_XP_005192254.1	12391
LOC101891175_XP_005181384.1	14110
LOC101900803_XP_005187684.1	10406
LOC101897705_XP_005189686.1	26759
LOC101897510_XP_005183160.1	2212
LOC101901252_XP_005182911.1	13767
LOC101898833_XP_005185266.1	12103.2
LOC101900562_XP_005185527.1	6720
LOC101888238_XP_005178117.1	27333
LOC101896875_XP_005182353.1	3521
LOC101899659_XP_005192101.1	2060.2
LOC101888629_XP_005177615.1	11276
LOC101892551_XP_005179197.1	4938
LOC101889931_XP_005185470.1	9506
LOC101889625_XP_005178208.1	22227
LOC101894901_XP_005177012.1	13613
LOC101894671_XP_005189263.1	7467.2
LOC101888613_XP_005189247.1	4081
LOC101892501_XP_005184497.1	366
LOC101897962_XP_005180104.1	18349
LOC101891979_XP_005181298.1	4140
LOC101889581_XP_005182066.1	21639
LOC101889447_XP_005191657.1	18757
LOC101894659_XP_005184334.1	15620
LOC101901398_XP_005176963.1	3736
LOC101899205_XP_005190651.1	25084
LOC101898210_XP_005188013.1	19440
LOC101896926_XP_005181421.1	20833
LOC101887659_XP_005176440.1	23740.2
LOC101889276_XP_005174861.1	1187
LOC101900921_XP_005188565.1	8323
LOC101890652_XP_005181804.1	9467
LOC101895483_XP_005183895.1	16059
LOC101888063_XP_005180132.1	10398
LOC101891481_XP_005188061.1	6103
LOC101896812_XP_005179672.1	27215
LOC101887330_XP_005178816.1	27172
LOC101894673_XP_005189670.1	13420
LOC101892256_XP_005175779.1	19850
LOC101897854_XP_005182801.1	13168
LOC101891304_XP_005188060.1	22757
LOC101891595_XP_005185883.1	8224
LOC101897251_XP_005190726.1	2451
LOC101896688_XP_005178078.1	21390
LOC101892297_XP_005191099.1	79
LOC101891523_XP_005182321.1	22380
LOC101891994_XP_005184643.1	20011
LOC101897385_XP_005175389.1	1007
LOC101888914_XP_005190922.1	21554
LOC101897175_XP_005185764.1	17109
LOC101890720_XP_005186959.1	9933
LOC101896389_XP_005180271.1	11265
LOC101892456_XP_005187389.1	7578
LOC101900754_XP_005190188.1	2902
LOC101898448_XP_005188807.1	20370
LOC101890010_XP_005175268.1	25903
LOC101890366_XP_005182234.1	18575
LOC101887245_XP_005188742.1	8402
LOC101898239_XP_005176596.1	10888
LOC101891570_XP_005177632.1	3679
LOC101900720_XP_005181446.1	6110
LOC101895181_XP_005177740.1	17737
LOC101889048_XP_005178471.1	14504
LOC101888169_XP_005176534.1	785
LOC101891901_XP_005191744.1	17544
LOC101899406_XP_005180289.1	1803
LOC101890711_XP_005183866.1	13994
LOC101889453_XP_005175997.1	26813.1
LOC101893147_XP_005184649.1	21304
LOC101890824_XP_005181038.1	1281.1
LOC101891415_XP_005185958.1	27141
LOC101896930_XP_005183479.1	15764
LOC101900390_XP_005185526.1	7242
LOC101887761_XP_005189243.1	25046
LOC101891911_XP_005177366.1	20661.1
LOC101899745_XP_005184091.1	15018
LOC101897751_XP_005184077.1	958
LOC101890932_XP_005180327.1	6867
LOC101897464_XP_005183411.1	25813
LOC101899677_XP_005180562.1	24909
LOC101890586_XP_005179975.1	24865
LOC101890442_XP_005187539.1	14638.2
LOC101889299_XP_005181282.1	673
LOC101887780_XP_005178985.1	9618
LOC101892557_XP_005180515.1	22553
LOC101891574_XP_005180602.1	5333.1
LOC101893441_XP_005188606.1	4489
LOC101894769_XP_005188259.1	24920
LOC101891637_XP_005181205.1	15652
LOC101887273_XP_005179430.1	11046.1
LOC101892414_XP_005189892.1	9664
LOC101895497_XP_005187323.1	4966
LOC101888366_XP_005185628.1	25949
LOC101893677_XP_005177005.1	18492
LOC101889744_XP_005178475.1	10975
LOC101892050_XP_005185146.1	20186
LOC101893997_XP_005187990.1	15944.2
LOC101894304_XP_005175216.1	25250
LOC101894106_XP_005185897.1	10606
LOC101889693_XP_005182575.1	3617.2
LOC101891693_XP_005178310.1	9931
LOC101897872_XP_005189138.1	1007
LOC101895552_XP_005184157.1	16693
LOC101897775_XP_005189922.1	21823
LOC101893849_XP_005178940.1	22959
LOC101888863_XP_005175341.1	2443
LOC101901437_XP_005189238.1	26666
LOC101899540_XP_005185270.1	20752
LOC101901610_XP_005192189.1	272
LOC101887197_XP_005174938.1	9401.1
LOC101898317_XP_005183332.1	3444
LOC101898880_XP_005183574.1	25575
LOC101899791_XP_005180115.1	6183
LOC101897982_XP_005187839.1	15995
LOC101901242_XP_005179067.1	14855
LOC101893100_XP_005189024.1	2902
LOC101901049_XP_005190023.1	4874
LOC101890658_XP_005183523.1	12577
LOC101895901_XP_005182968.1	503
LOC101887516_XP_005187018.1	4582
LOC101891299_XP_005186469.1	15062
LOC101889294_XP_005178994.1	11320
LOC101894576_XP_005176659.1	1703
LOC101890216_XP_005190207.1	21515
LOC101897421_XP_005186988.1	1452
LOC101899049_XP_005176681.1	5236
LOC101890047_XP_005187204.1	17809.1.1.1
LOC101898061_XP_005176854.1	22992
LOC101895002_XP_005190952.1	10891
LOC101889924_XP_005183114.1	1862
LOC101893823_XP_005187989.1	11395
LOC101893981_XP_005182776.1	18584
LOC101898132_XP_005180105.1	428.1.1
LOC101888683_XP_005192198.1	23930
LOC101897321_XP_005191552.1	9026
LOC101891147_XP_005191665.1	21810
LOC101894651_XP_005182171.1	4938
LOC101887435_XP_005176789.1	7517
LOC101898295_XP_005177584.1	10204
LOC101894752_XP_005181408.1	11848
LOC101892778_XP_005179557.1	22779
LOC101896589_XP_005186500.1	8157.2
LOC101901581_XP_005181961.1	18889
LOC101887978_XP_005189077.1	10084
LOC101899952_XP_005175744.1	11291
LOC101890747_XP_005176717.1	9167
LOC101893171_XP_005174971.1	10623
LOC101897041_XP_005180987.1	4874
LOC101893228_XP_005191607.1	16425
LOC101894401_XP_005189436.1	11376
LOC101900922_XP_005188737.1	10766
LOC101890907_XP_005190932.1	25192
LOC101895454_XP_005191998.1	2482
LOC101892764_XP_005192221.1	14909
LOC101887285_XP_005182474.1	10119
LOC101888197_XP_005185627.1	16345
LOC101895193_XP_005181141.1	22026
LOC101888409_XP_005178289.1	25822
LOC101895165_XP_005190714.1	2719
LOC101899170_XP_005180463.1	22640
LOC101888563_XP_005175103.1	22276
LOC101893985_XP_005183391.1	20411
LOC101892881_XP_005192070.1	26027
LOC101892686_XP_005186640.1	14068
LOC101888590_XP_005183688.1	12132.1
LOC101901220_XP_005190335.1	19004
LOC101899883_XP_005189149.1	16732
LOC101899329_XP_005192099.1	6267
LOC101895686_XP_005190381.1	7417
LOC101888585_XP_005181883.1	6695
LOC101899618_XP_005177593.1	5013
LOC101888261_XP_005185937.1	16456.2
LOC101896364_XP_005189445.1	9910
LOC101894851_XP_005178504.1	13936
LOC101896498_XP_005176217.1	5714.1.1
LOC101893765_XP_005186226.1	9203
LOC101891910_XP_005176994.1	27361
LOC101901062_XP_005176249.1	11000
LOC101892796_XP_005183960.1	5723
LOC101899783_XP_005176864.1	24872
LOC101887560_XP_005179523.1	24475.2
LOC101898614_XP_005186340.1	24371
LOC101887910_XP_005185371.1	24134
LOC101900886_XP_005177147.1	1958
LOC101888088_XP_005187695.1	17614
LOC101890570_XP_005175431.1	17911
LOC101888653_XP_005183361.1	16089
LOC101889589_XP_005185549.1	26379
LOC101887654_XP_005192263.1	16411
LOC101888686_XP_005175576.1	21823
LOC101893158_XP_005187812.1	24562
LOC101895867_XP_005192236.1	14413.1.2
LOC101901147_XP_005185619.1	12620
LOC101899588_XP_005184689.1	15515
LOC101898933_XP_005177759.1	14667
LOC101888477_XP_005182388.1	5513
LOC101893460_XP_005175525.1	24103
LOC101897566_XP_005181067.1	26943
LOC101890304_XP_005179354.1	369
LOC101888453_XP_005191962.1	23737
LOC101892073_XP_005190608.1	23324.2.1
LOC101901403_XP_005178718.1	17984
LOC101898362_XP_005181852.1	3035
LOC101900346_XP_005190332.1	26554
LOC101889494_XP_005188316.1	25055
LOC101892795_XP_005183799.1	10245
LOC101897709_XP_005191381.1	26648.1.1.1.1.1.1.1
LOC101888561_XP_005174945.1	16793.1
LOC101900578_XP_005190261.1	14606
LOC101890492_XP_005184635.1	15609
LOC101900923_XP_005188897.1	23054
LOC101899439_XP_005189852.1	12579
LOC101901529_XP_005183851.1	9155
LOC101899566_XP_005175894.1	4179
LOC101888792_XP_005190036.1	8215
LOC101893708_XP_005186311.1	10625
LOC101900669_XP_005182998.1	8298
LOC101897045_XP_005182354.1	2496
LOC101891793_XP_005178487.1	15959
LOC101890142_XP_005182579.1	8466
LOC101890565_XP_005192132.1	3058
LOC101897121_XP_005187246.1	22558
LOC101892775_XP_005178755.1	9555
LOC101892885_XP_005175445.1	24473
LOC101898499_XP_005185264.1	17614
LOC101894552_XP_005184745.1	17428
LOC101896603_XP_005190164.1	16467
LOC101896608_XP_005191203.1	5307
LOC101898953_XP_005183916.1	25705
LOC101889179_XP_005181540.1	20318
LOC101890766_XP_005182582.1	25181
LOC101897639_XP_005185181.1	18534
LOC101892970_XP_005184407.1	26436
LOC101894660_XP_005184658.1	18036
LOC101894607_XP_005187232.1	4658
LOC101893322_XP_005188165.1	19576
LOC101891992_XP_005184136.1	17585.2
LOC101889875_XP_005184032.1	11306
LOC101900413_XP_005176428.1	26436
LOC101897571_XP_005182271.1	26277.1.1
LOC101889528_XP_005180942.1	18230
LOC101890745_XP_005175925.1	8074
LOC101893885_XP_005189583.1	26885
LOC101897369_XP_005190003.1	13989
LOC101897755_XP_005184763.1	27398
LOC101900010_XP_005177142.1	1264
LOC101891032_XP_005190690.1	23339
LOC101897223_XP_005182445.1	17124
LOC101890263_XP_005185956.1	1101
LOC101892334_XP_005184138.1	24129
LOC101900396_XP_005188293.1	21261
LOC101900584_XP_005192107.1	15185.1.1.1
LOC101899935_XP_005188647.1	24655
LOC101894206_XP_005182096.1	16916.2
LOC101888082_XP_005185936.1	16456.2
LOC101891320_XP_005191666.1	5742
LOC101891212_XP_005177082.1	4681
LOC101891389_XP_005177083.1	4538
LOC101890296_XP_005176894.1	20355
LOC101901349_XP_005178280.1	250
LOC101899627_XP_005180824.1	7474
LOC101901262_XP_005185451.1	5215
LOC101897565_XP_005180990.1	14345
LOC101895330_XP_005189202.1	13522.1.2.2
LOC101896752_XP_005181063.1	4381
LOC101900691_XP_005189938.1	21823
LOC101888890_XP_005185042.1	21000
LOC101900779_XP_005178715.1	8710
LOC101896443_XP_005178252.1	21898
LOC101889622_XP_005176979.1	21193
LOC101894367_XP_005177285.1	10352
LOC101895566_XP_005187408.1	11878
LOC101887922_XP_005189163.1	1996
LOC101893504_XP_005174803.1	6998
LOC101894524_XP_005176206.1	5714.1.1
LOC101898339_XP_005190007.1	4874
LOC101888240_XP_005178466.1	14504
LOC101894383_XP_005184150.1	4021
LOC101897763_XP_005186990.1	10282
LOC101892714_XP_005176379.1	5751
LOC101897089_XP_005179041.1	24881
LOC101888012_XP_005184110.1	3888
LOC101901795_XP_005182297.1	24854
LOC101892963_XP_005182860.1	14894
LOC101890491_XP_005184215.1	20630
LOC101887766_XP_005190916.1	20213
LOC101900717_XP_005180658.1	12746
