dmelid	ogsid
FBgn0032219_FBpp0079580	2147
FBgn0260004_FBpp0306056	13186
FBgn0032166_FBpp0079479	2987
FBgn0034243_FBpp0086063	21898
FBgn0010504_FBpp0087890	9178
FBgn0264472_FBpp0305013	19475
FBgn0054031_FBpp0301047	12907
FBgn0085427_FBpp0292895	19544
FBgn0036661_FBpp0075083	20890
FBgn0001991_FBpp0089047	10847.1
FBgn0037163_FBpp0078160	12622
FBgn0031803_FBpp0312330	15196
FBgn0031520_FBpp0308629	16019
FBgn0029730_FBpp0070685	10792
FBgn0004103_FBpp0082067	4049.2
FBgn0038122_FBpp0082200	25678
FBgn0034176_FBpp0086207	2020
FBgn0262524_FBpp0304177	9395
FBgn0032354_FBpp0079791	2815
FBgn0264696_FBpp0306022	27431
FBgn0260390_FBpp0289884	26352
FBgn0053245_FBpp0289371	6269
FBgn0086758_FBpp0292932	463
FBgn0243486_FBpp0309203	3559
FBgn0262104_FBpp0292996	19928
FBgn0013272_FBpp0071729	19454
FBgn0039915_FBpp0088910	15087.2.2
FBgn0037633_FBpp0306440	16860
FBgn0063498_FBpp0085851	6183
FBgn0040812_FBpp0311745	27178
FBgn0024555_FBpp0082285	26614
FBgn0032363_FBpp0079831	4852
FBgn0261444_FBpp0303238	3995
FBgn0037518_FBpp0081242	5714.1.1
FBgn0004028_FBpp0074298	22420
FBgn0038313_FBpp0082525	9663
FBgn0011642_FBpp0088275	12269
FBgn0051176_FBpp0083513	1894
FBgn0036826_FBpp0074842	6018
FBgn0037045_FBpp0077983	2986
FBgn0036622_FBpp0075180	15163
FBgn0035511_FBpp0073109	7517
FBgn0015805_FBpp0073173	3008
FBgn0000644_FBpp0070517	12157
FBgn0035050_FBpp0072346	12845
FBgn0036821_FBpp0074844	6692
FBgn0037178_FBpp0078193	27280
FBgn0039777_FBpp0085052	22096
FBgn0038111_FBpp0082186	2782
FBgn0037888_FBpp0081838	15460.1
FBgn0036451_FBpp0305288	19493
FBgn0011726_FBpp0072097	1903
FBgn0039137_FBpp0303396	7977
FBgn0033485_FBpp0087511	24510
FBgn0262570_FBpp0293436	17614
FBgn0051690_FBpp0290896	7650.1.2
FBgn0028507_FBpp0294011	471
FBgn0035498_FBpp0073065	17342
FBgn0030789_FBpp0310515	1210.2
FBgn0033518_FBpp0087354	3277
FBgn0010042_FBpp0082045	6183
FBgn0038536_FBpp0082912	15514
FBgn0053900_FBpp0091145	6330.1.1
FBgn0260484_FBpp0070575	2240
FBgn0001404_FBpp0309090	12830
FBgn0260229_FBpp0289862	15652
FBgn0264077_FBpp0074074	15599
FBgn0031043_FBpp0304758	8546
FBgn0037974_FBpp0307417	27471
FBgn0052267_FBpp0073001	3668
FBgn0085599_FBpp0310231	20064
FBgn0032888_FBpp0080981	20431
FBgn0033570_FBpp0087333	20732.2
FBgn0265597_FBpp0309308	14891
FBgn0034120_FBpp0086313	333
FBgn0030240_FBpp0073236	10384.2.1.1.2.1.1.1.1.1
FBgn0034047_FBpp0300973	10379
FBgn0262572_FBpp0293446	24151
FBgn0039828_FBpp0085119	13596
FBgn0037482_FBpp0081123	22506
FBgn0036450_FBpp0075441	25587
FBgn0026181_FBpp0074061	10078
FBgn0029747_FBpp0070726	24503
FBgn0037668_FBpp0081465	15787
FBgn0034310_FBpp0085954	12911
FBgn0085638_FBpp0291004	25734.2
FBgn0041233_FBpp0072024	10811
FBgn0262791_FBpp0297074	15116
FBgn0029118_FBpp0311088	8548
FBgn0085309_FBpp0111390	2965
FBgn0262487_FBpp0293381	2261
FBgn0031265_FBpp0077727	12669
FBgn0033988_FBpp0290722	21163
FBgn0035101_FBpp0289142	3086
FBgn0261842_FBpp0292467	25814
FBgn0013576_FBpp0297633	18446
FBgn0033874_FBpp0086763	8276.1
FBgn0031011_FBpp0074453	15833
FBgn0035532_FBpp0073196	116
FBgn0032407_FBpp0079908	13875
FBgn0039009_FBpp0311469	25980
FBgn0053095_FBpp0099574	8952
FBgn0051639_FBpp0078839	11049
FBgn0030375_FBpp0073468	7734
FBgn0038326_FBpp0082547	24197
FBgn0036426_FBpp0288721	13774
FBgn0028894_FBpp0080408	23328
FBgn0267337_FBpp0303173	10558.1
FBgn0029584_FBpp0293830	4196
FBgn0053099_FBpp0083681	20897
FBgn0054043_FBpp0289637	15252
FBgn0029663_FBpp0112979	20310
FBgn0038385_FBpp0082655	9333
FBgn0036563_FBpp0290253	13600
FBgn0030328_FBpp0305930	27014
FBgn0000422_FBpp0080710	18809
FBgn0016641_FBpp0071603	16515
FBgn0040318_FBpp0075463	3560
FBgn0038272_FBpp0082468	1151
FBgn0039741_FBpp0084925	8959
FBgn0011829_FBpp0081021	15355
FBgn0036005_FBpp0076199	27408
FBgn0002631_FBpp0084352	10470
FBgn0032393_FBpp0079874	325
FBgn0011476_FBpp0306752	27447
FBgn0024698_FBpp0089163	9662
FBgn0037305_FBpp0078463	2847
FBgn0260860_FBpp0084936	14209
FBgn0263235_FBpp0311761	11942
FBgn0038568_FBpp0082969	25013
FBgn0014026_FBpp0309987	27113
FBgn0040347_FBpp0070165	9421
FBgn0034553_FBpp0071488	17024
FBgn0039698_FBpp0084849	19422
FBgn0031327_FBpp0307367	22637
FBgn0027375_FBpp0075458	27384
FBgn0025885_FBpp0088368	21193
FBgn0083068_FBpp0312530	9545
FBgn0037988_FBpp0082025	14423
FBgn0030884_FBpp0310637	5366
FBgn0052693_FBpp0071355	385
FBgn0034726_FBpp0071738	1673
FBgn0262567_FBpp0293429	16604
FBgn0036017_FBpp0293143	12203
FBgn0024366_FBpp0309598	433
FBgn0000120_FBpp0080583	23523
FBgn0033401_FBpp0087676	2096
FBgn0037708_FBpp0081593	17978
FBgn0016123_FBpp0085095	14065
FBgn0035522_FBpp0073087	16967
FBgn0043458_FBpp0072595	15073
FBgn0030658_FBpp0073862	11302
FBgn0027518_FBpp0303329	26269
FBgn0038363_FBpp0306658	8469
FBgn0051145_FBpp0288495	20446
FBgn0039796_FBpp0085090	24749.2.2.2.2
FBgn0032554_FBpp0294009	2314
FBgn0052588_FBpp0073842	4974
FBgn0038941_FBpp0083601	8039
FBgn0010520_FBpp0079470	23276
FBgn0053246_FBpp0289372	6269
FBgn0265607_FBpp0309161	5137.1
FBgn0085336_FBpp0290301	13272
FBgn0035679_FBpp0076771	24606
FBgn0034950_FBpp0072069	3176
FBgn0265082_FBpp0307781	17699
FBgn0262102_FBpp0292992	7539
FBgn0031740_FBpp0078770	17326
FBgn0053832_FBpp0091078	1587.2
FBgn0038449_FBpp0082779	428.1.1
FBgn0032209_FBpp0079662	10533
FBgn0038874_FBpp0083456	5158
FBgn0034824_FBpp0071885	2201
FBgn0011666_FBpp0305820	23774
FBgn0011655_FBpp0085176	22815
FBgn0032897_FBpp0080956	23202
FBgn0041625_FBpp0076712	22592
FBgn0036730_FBpp0301752	20329
FBgn0037144_FBpp0078128	22380
FBgn0037877_FBpp0081844	13651
FBgn0001992_FBpp0310367	3238
FBgn0051253_FBpp0084632	16077
FBgn0000044_FBpp0071448	1305
FBgn0052453_FBpp0078173	27280
FBgn0052199_FBpp0303836	10815
FBgn0031441_FBpp0077423	18901
FBgn0033629_FBpp0087248	16832
FBgn0013531_FBpp0302978	18582
FBgn0261456_FBpp0304253	318.1
FBgn0010385_FBpp0087518	2605
FBgn0039800_FBpp0297402	8626
FBgn0023423_FBpp0303082	11173
FBgn0051797_FBpp0080768	26240
FBgn0086444_FBpp0080706	22902
FBgn0052029_FBpp0076294	6836
FBgn0037003_FBpp0077864	15917
FBgn0041709_FBpp0072780	6705
FBgn0039755_FBpp0084938	25008.1
FBgn0031360_FBpp0077552	968
FBgn0034577_FBpp0071461	16988
FBgn0061198_FBpp0310003	23035
FBgn0011273_FBpp0084278	14446.1.2
FBgn0031505_FBpp0302939	4745
FBgn0032494_FBpp0306795	22332
FBgn0038213_FBpp0082358	7256
FBgn0262009_FBpp0293108	10242
FBgn0041224_FBpp0311437	26319
FBgn0262559_FBpp0082985	19600.1
FBgn0259732_FBpp0289276	19594
FBgn0035763_FBpp0076594	10326
FBgn0039089_FBpp0304700	24739
FBgn0029745_FBpp0070709	10247
FBgn0261805_FBpp0292373	13626
FBgn0038585_FBpp0082984	25501
FBgn0036318_FBpp0304356	16926
FBgn0086372_FBpp0291394	7165
FBgn0267327_FBpp0079854	24279
FBgn0033089_FBpp0298837	20024
FBgn0033431_FBpp0308484	13325
FBgn0039480_FBpp0084506	18864
FBgn0024319_FBpp0086262	16370
FBgn0027085_FBpp0073204	14063
FBgn0037127_FBpp0305005	10800
FBgn0029881_FBpp0310031	9708
FBgn0002773_FBpp0088688	12577
FBgn0023549_FBpp0309617	7774.2
FBgn0004057_FBpp0074517	7406
FBgn0031285_FBpp0293959	23939
FBgn0030873_FBpp0074243	272
FBgn0034520_FBpp0309584	16473
FBgn0031730_FBpp0310041	20261
FBgn0030167_FBpp0300229	18846
FBgn0036353_FBpp0075599	9675
FBgn0037382_FBpp0078316	6394
FBgn0032597_FBpp0080448	4688
FBgn0029728_FBpp0070699	26686
FBgn0266538_FBpp0310949	23545
FBgn0040837_FBpp0271910	18435
FBgn0036377_FBpp0075559	5445
FBgn0040506_FBpp0302693	9974.1
FBgn0053891_FBpp0091136	6330.1.1
FBgn0036531_FBpp0075257	24044
FBgn0260942_FBpp0083655	8939.1.1
FBgn0033252_FBpp0308390	3021
FBgn0028669_FBpp0085786	26001
FBgn0032167_FBpp0079489	27086
FBgn0250847_FBpp0312109	9024
FBgn0028697_FBpp0300655	21666
FBgn0033859_FBpp0086749	11732
FBgn0003943_FBpp0073034	20289.2
FBgn0261065_FBpp0083105	9830
FBgn0028496_FBpp0085899	25903
FBgn0086900_FBpp0111379	16793.1
FBgn0015036_FBpp0070372	7027.1
FBgn0036019_FBpp0076149	6596
FBgn0026199_FBpp0088161	23062
FBgn0037744_FBpp0081609	2114
FBgn0034435_FBpp0085706	7553
FBgn0031321_FBpp0077636	27129
FBgn0033569_FBpp0087331	22146
FBgn0050343_FBpp0087675	17250
FBgn0037685_FBpp0081506	8157.2
FBgn0037944_FBpp0303202	20190
FBgn0262365_FBpp0293189	702
FBgn0036043_FBpp0076048	5261
FBgn0032957_FBpp0085269	15774
FBgn0039464_FBpp0084457	15661
FBgn0004228_FBpp0292798	11342
FBgn0046332_FBpp0085145	26843
FBgn0015797_FBpp0079943	6454.2
FBgn0259977_FBpp0085476	8453
FBgn0015584_FBpp0086228	23667
FBgn0030851_FBpp0074260	8231
FBgn0035889_FBpp0076387	18438
FBgn0033247_FBpp0087938	5024
FBgn0260799_FBpp0110406	8261
FBgn0052479_FBpp0072486	27033
FBgn0030482_FBpp0073608	21821
FBgn0265188_FBpp0308256	12899
FBgn0035534_FBpp0297230	18411
FBgn0026787_FBpp0290667	15851
FBgn0011361_FBpp0304248	1120
FBgn0030933_FBpp0311918	24791
FBgn0040370_FBpp0070098	20595.2
FBgn0036538_FBpp0075291	18093
FBgn0033337_FBpp0303279	16800
FBgn0035428_FBpp0072915	11347
FBgn0038578_FBpp0082980	11500
FBgn0040230_FBpp0075260	26613
FBgn0025878_FBpp0071732	24364
FBgn0036620_FBpp0075142	15554.1
FBgn0032136_FBpp0292877	14195
FBgn0033633_FBpp0087232	20260
FBgn0036196_FBpp0075859	6254
FBgn0035857_FBpp0076421	13322
FBgn0001125_FBpp0077537	25556
FBgn0262786_FBpp0297064	16375
FBgn0031253_FBpp0077749	25092
FBgn0035512_FBpp0073108	24380
FBgn0030686_FBpp0073906	14978
FBgn0004838_FBpp0297875	2397
FBgn0037923_FBpp0289808	14097
FBgn0038200_FBpp0082377	21699
FBgn0010198_FBpp0073626	23708
FBgn0266492_FBpp0310893	6278
FBgn0262111_FBpp0293023	18176.1
FBgn0038921_FBpp0083568	2053
FBgn0067317_FBpp0307827	22864
FBgn0032266_FBpp0079684	2204.2
FBgn0032896_FBpp0080978	1379
FBgn0032111_FBpp0079405	21313
FBgn0034159_FBpp0289779	16823.1
FBgn0263079_FBpp0297775	19853
FBgn0035057_FBpp0072278	15273
FBgn0030665_FBpp0073878	14249
FBgn0034023_FBpp0271810	6862
FBgn0034642_FBpp0071576	11390
FBgn0036709_FBpp0075008	12713
FBgn0036188_FBpp0075838	11293
FBgn0002868_FBpp0306744	20269
FBgn0037418_FBpp0078263	14644
FBgn0045843_FBpp0081099	11912
FBgn0036727_FBpp0305843	21316
FBgn0036497_FBpp0075369	13760
FBgn0054027_FBpp0099438	4202
FBgn0032979_FBpp0099821	20824
FBgn0033225_FBpp0087973	9074
FBgn0051161_FBpp0293210	23181
FBgn0040682_FBpp0311974	26428
FBgn0022740_FBpp0088516	20626
FBgn0034998_FBpp0289595	24745
FBgn0261064_FBpp0079203	11563
FBgn0266186_FBpp0088416	18695
FBgn0037882_FBpp0081841	11780
FBgn0034590_FBpp0071559	8850
FBgn0021872_FBpp0301746	5305
FBgn0004832_FBpp0070638	25913
FBgn0032397_FBpp0079894	8834
FBgn0023170_FBpp0072094	4265
FBgn0031853_FBpp0289333	3617.2
FBgn0085430_FBpp0111565	10909
FBgn0264540_FBpp0305370	19475
FBgn0036286_FBpp0301023	23024
FBgn0038129_FBpp0082246	20591
FBgn0036870_FBpp0074755	9710
FBgn0002732_FBpp0084330	6906
FBgn0259795_FBpp0086239	19944
FBgn0034903_FBpp0288559	15306
FBgn0031649_FBpp0077085	12964.2
FBgn0031304_FBpp0077621	5815
FBgn0053899_FBpp0091144	6330.1.1
FBgn0038241_FBpp0082442	27280
FBgn0038217_FBpp0082411	24707.1
FBgn0036782_FBpp0301841	14778
FBgn0000411_FBpp0305249	19480
FBgn0050379_FBpp0293655	18527
FBgn0027609_FBpp0077147	16663
FBgn0031010_FBpp0304667	15078
FBgn0031918_FBpp0079077	5275
FBgn0051673_FBpp0080951	25997
FBgn0259958_FBpp0289532	10766
FBgn0003415_FBpp0111743	4582
FBgn0053831_FBpp0091077	6330.1.1
FBgn0053767_FBpp0091029	2902
FBgn0053630_FBpp0090979	22894
FBgn0032484_FBpp0306798	11841
FBgn0033136_FBpp0088106	4660
FBgn0036262_FBpp0288569	10352
FBgn0050398_FBpp0071627	22131
FBgn0028540_FBpp0310255	2059
FBgn0035703_FBpp0292155	14738
FBgn0037313_FBpp0078431	10591
FBgn0031717_FBpp0304065	15516
FBgn0040284_FBpp0293269	12493
FBgn0050203_FBpp0271811	12782
FBgn0034943_FBpp0072059	22459
FBgn0031066_FBpp0074584	24444
FBgn0047338_FBpp0075383	24653
FBgn0085451_FBpp0302588	17098.1
FBgn0039642_FBpp0084780	4421
FBgn0036423_FBpp0305254	27344.2
FBgn0032375_FBpp0289613	21159
FBgn0034195_FBpp0110074	26547
FBgn0000233_FBpp0071314	15614
FBgn0033826_FBpp0086867	5230
FBgn0040319_FBpp0309124	6853
FBgn0031052_FBpp0074515	1461
FBgn0036574_FBpp0088654	15000
FBgn0033687_FBpp0087093	6882
FBgn0033926_FBpp0086687	641
FBgn0260755_FBpp0290467	3936
FBgn0030467_FBpp0073627	27020
FBgn0051821_FBpp0080367	9049
FBgn0032911_FBpp0303023	9143
FBgn0033712_FBpp0087009	22973
FBgn0004431_FBpp0072533	14504
FBgn0052206_FBpp0303609	19576
FBgn0026086_FBpp0308381	18873
FBgn0031251_FBpp0303631	14389.2
FBgn0034371_FBpp0291076	8809
FBgn0020443_FBpp0305302	25280
FBgn0030479_FBpp0292970	25234.2
FBgn0039897_FBpp0300430	15613
FBgn0262592_FBpp0293730	7153
FBgn0050025_FBpp0087254	1625
FBgn0032827_FBpp0080847	3881.2
FBgn0031716_FBpp0078757	21267
FBgn0034838_FBpp0071957	6932
FBgn0004465_FBpp0075118	5530
FBgn0033934_FBpp0309009	13434
FBgn0067102_FBpp0071669	11818
FBgn0004175_FBpp0081107	3102
FBgn0037284_FBpp0078513	4067
FBgn0003295_FBpp0072574	18936
FBgn0028695_FBpp0074662	22933
FBgn0040623_FBpp0084801	26229
FBgn0029873_FBpp0070874	22313
FBgn0032225_FBpp0079589	9739
FBgn0030449_FBpp0073576	6021.2
FBgn0053721_FBpp0110157	26759
FBgn0046214_FBpp0084150	8405
FBgn0261710_FBpp0298823	6396
FBgn0259704_FBpp0289234	2888
FBgn0035670_FBpp0076774	17614
FBgn0010403_FBpp0078304	8374.1
FBgn0031579_FBpp0077194	25432
FBgn0016687_FBpp0072250	17896
FBgn0052672_FBpp0071427	4357
FBgn0029006_FBpp0305371	11146
FBgn0033461_FBpp0304286	15144
FBgn0050334_FBpp0087060	16276
FBgn0033244_FBpp0087950	12639
FBgn0040281_FBpp0072523	25451
FBgn0085385_FBpp0303969	11616
FBgn0030484_FBpp0073609	10912.2
FBgn0052983_FBpp0079339	15936
FBgn0036292_FBpp0075704	15737
FBgn0051267_FBpp0082845	14817
FBgn0030724_FBpp0310192	20319
FBgn0027515_FBpp0079147	12651
FBgn0261954_FBpp0298290	875
FBgn0050278_FBpp0311587	25764
FBgn0069056_FBpp0300809	17614
FBgn0033005_FBpp0110537	6873
FBgn0030794_FBpp0074108	19400
FBgn0029854_FBpp0088809	9472.2
FBgn0032819_FBpp0080828	1645
FBgn0031824_FBpp0078893	8685
FBgn0260660_FBpp0301686	10998
FBgn0053631_FBpp0090980	22894
FBgn0031455_FBpp0077417	13123
FBgn0032110_FBpp0079403	10734
FBgn0054057_FBpp0100165	5513
FBgn0259226_FBpp0308444	23
FBgn0030699_FBpp0073918	1991
FBgn0033818_FBpp0086870	9828
FBgn0034628_FBpp0071532	7973
FBgn0033033_FBpp0085396	20342
FBgn0267348_FBpp0311281	8165
FBgn0036843_FBpp0074792	10996
FBgn0053547_FBpp0293558	17979
FBgn0259176_FBpp0288933	12463.1.1
FBgn0033981_FBpp0086586	26436
FBgn0003512_FBpp0084924	19120
FBgn0032002_FBpp0304688	17618
FBgn0030345_FBpp0303439	10268
FBgn0036277_FBpp0075686	20647
FBgn0033113_FBpp0296959	4292
FBgn0029521_FBpp0070069	1797
FBgn0037917_FBpp0081890	1528
FBgn0015781_FBpp0083127	25827
FBgn0037076_FBpp0293849	22991
FBgn0086895_FBpp0086647	18367
FBgn0029713_FBpp0070667	13924
FBgn0027794_FBpp0070221	5104
FBgn0032140_FBpp0079460	27462
FBgn0030004_FBpp0071104	27000
FBgn0033423_FBpp0087603	4501.1.2
FBgn0039936_FBpp0290107	19320
FBgn0030792_FBpp0074107	11765
FBgn0050349_FBpp0087731	16481
FBgn0004367_FBpp0074047	15385.1
FBgn0033661_FBpp0302006	6027
FBgn0262954_FBpp0111294	24105
FBgn0011296_FBpp0307666	12165
FBgn0031188_FBpp0307051	7818
FBgn0033963_FBpp0086598	16735.1
FBgn0024728_FBpp0088159	9303
FBgn0004102_FBpp0304126	4568
FBgn0039481_FBpp0084505	14141
FBgn0033139_FBpp0088107	8498
FBgn0052225_FBpp0074614	8353
FBgn0037746_FBpp0291085	604
FBgn0011745_FBpp0082121	16806
FBgn0051093_FBpp0084291	12822
FBgn0030294_FBpp0073312	996
FBgn0031869_FBpp0304605	7422.2
FBgn0053801_FBpp0091050	6330.1.1
FBgn0037818_FBpp0081799	23775
FBgn0001218_FBpp0311376	12978
FBgn0035011_FBpp0072261	26759
FBgn0031874_FBpp0310332	16532.1.1
FBgn0003319_FBpp0082704	1550
FBgn0035859_FBpp0076423	2496
FBgn0031681_FBpp0078663	7375
FBgn0000542_FBpp0111714	11967
FBgn0037415_FBpp0078247	13899
FBgn0243516_FBpp0112017	11080
FBgn0027592_FBpp0077722	14845
FBgn0032518_FBpp0311573	18081
FBgn0028468_FBpp0083412	17111
FBgn0032821_FBpp0080851	8694
FBgn0035643_FBpp0303119	4497
FBgn0002031_FBpp0080708	2854
FBgn0027556_FBpp0074119	7016
FBgn0035414_FBpp0072971	11480
FBgn0050363_FBpp0087848	1960
FBgn0052062_FBpp0293630	5859
FBgn0031495_FBpp0077336	22331
FBgn0026433_FBpp0073891	4082
FBgn0266445_FBpp0310811	18164
FBgn0003890_FBpp0289838	21911.1.1
FBgn0031813_FBpp0113095	1084
FBgn0040752_FBpp0086727	18176.1
FBgn0034032_FBpp0086486	27313
FBgn0034007_FBpp0086526	21133
FBgn0028343_FBpp0290628	20984
FBgn0030925_FBpp0111913	1092
FBgn0050049_FBpp0087017	25905.2
FBgn0261509_FBpp0301723	198
FBgn0002552_FBpp0087732	17440
FBgn0033104_FBpp0085530	132
FBgn0032109_FBpp0307607	25040
FBgn0032252_FBpp0079619	56
FBgn0085342_FBpp0111423	25840
FBgn0035721_FBpp0076606	23635
FBgn0032051_FBpp0079305	20601
FBgn0034308_FBpp0311543	12474
FBgn0003559_FBpp0297502	9609
FBgn0040107_FBpp0077663	10766
FBgn0085450_FBpp0310055	13378
FBgn0003137_FBpp0291051	4842
FBgn0031834_FBpp0078959	3343
FBgn0023000_FBpp0072470	5818
FBgn0029723_FBpp0311480	7145
FBgn0054023_FBpp0099434	22286
FBgn0033789_FBpp0086909	8124
FBgn0026015_FBpp0070891	18510
FBgn0085210_FBpp0111289	24132
FBgn0027055_FBpp0077927	7974
FBgn0039908_FBpp0289571	21768
FBgn0004556_FBpp0075106	1781
FBgn0032331_FBpp0111948	13307
FBgn0036282_FBpp0075717	22680
FBgn0020414_FBpp0080421	4119
FBgn0085386_FBpp0292870	24819.2
FBgn0029827_FBpp0070828	11846
FBgn0044328_FBpp0305041	7457
FBgn0004370_FBpp0303419	20708
FBgn0035626_FBpp0076798	7064
FBgn0034177_FBpp0086205	17169
FBgn0053552_FBpp0090973	12790
FBgn0050197_FBpp0086623	17129
FBgn0037584_FBpp0290973	6141
FBgn0040799_FBpp0111683	2496
FBgn0033140_FBpp0312484	8130
FBgn0066292_FBpp0305163	20431
FBgn0003751_FBpp0079667	7568
FBgn0039215_FBpp0088855	24181
FBgn0004132_FBpp0088027	11112
FBgn0259738_FBpp0289320	11892
FBgn0032077_FBpp0309229	7725
FBgn0034834_FBpp0071961	2531
FBgn0029858_FBpp0293947	17033
FBgn0032054_FBpp0079295	25223
FBgn0039261_FBpp0306574	22190
FBgn0036890_FBpp0074712	14224
FBgn0053502_FBpp0070054	26356
FBgn0026206_FBpp0305661	1859
FBgn0035198_FBpp0100106	16211
FBgn0036254_FBpp0075756	1892
FBgn0263038_FBpp0297780	2144
FBgn0036676_FBpp0075021	2889
FBgn0003139_FBpp0303849	12439
FBgn0035620_FBpp0311826	4501.2
FBgn0034618_FBpp0071526	7729
FBgn0085453_FBpp0111637	6817
FBgn0025814_FBpp0076936	4172
FBgn0000492_FBpp0084807	4127
FBgn0026597_FBpp0084921	7112
FBgn0030678_FBpp0073982	7231
FBgn0036593_FBpp0075230	22056
FBgn0013300_FBpp0311559	27250
FBgn0064766_FBpp0075896	17928
FBgn0030357_FBpp0304137	1450
FBgn0030995_FBpp0074465	13423
FBgn0010220_FBpp0087645	24211
FBgn0037263_FBpp0290511	23286
FBgn0034416_FBpp0288843	6854
FBgn0034745_FBpp0071851	7756
FBgn0030876_FBpp0074266	402
FBgn0051016_FBpp0307420	3664
FBgn0010173_FBpp0081356	25392
FBgn0031065_FBpp0074559	15241
FBgn0036102_FBpp0308845	9969
FBgn0262999_FBpp0297740	5817
FBgn0261928_FBpp0311381	15995
FBgn0034050_FBpp0086426	16398
FBgn0031252_FBpp0077750	3513
FBgn0052666_FBpp0290243	23637
FBgn0033512_FBpp0297072	7263
FBgn0029105_FBpp0303286	21044
FBgn0000052_FBpp0078852	7339
FBgn0023214_FBpp0085834	5615
FBgn0039124_FBpp0083911	17809.1.2
FBgn0053850_FBpp0091096	1587.1.1.1
FBgn0002775_FBpp0076635	23386
FBgn0027580_FBpp0290074	19987
FBgn0014340_FBpp0070794	24031.2
FBgn0038474_FBpp0088833	16323
FBgn0266170_FBpp0310312	26117
FBgn0262891_FBpp0297408	19475
FBgn0011573_FBpp0072660	25719
FBgn0039374_FBpp0084277	2938
FBgn0039355_FBpp0084308	10620
FBgn0029834_FBpp0293888	12370
FBgn0024321_FBpp0312482	20518
FBgn0260646_FBpp0290224	13893
FBgn0026376_FBpp0303219	16819
FBgn0002735_FBpp0084329	22739
FBgn0086711_FBpp0080238	19874
FBgn0035627_FBpp0076831	18123
FBgn0029824_FBpp0309797	17077
FBgn0004914_FBpp0079350	8108.2
FBgn0051206_FBpp0306624	5532
FBgn0030012_FBpp0071109	15615
FBgn0032588_FBpp0307468	8731
FBgn0038981_FBpp0083682	20897
FBgn0262485_FBpp0293378	4974
FBgn0053278_FBpp0076567	3209
FBgn0033460_FBpp0087536	21764
FBgn0085214_FBpp0111293	15182
FBgn0263234_FBpp0079916	26691
FBgn0039294_FBpp0308367	27192
FBgn0036807_FBpp0112922	23531
FBgn0261938_FBpp0304562	11674
FBgn0027654_FBpp0085043	18222
FBgn0264081_FBpp0307441	11036
FBgn0266710_FBpp0073758	13018
FBgn0051823_FBpp0080368	5049
FBgn0266521_FBpp0293447	3566
FBgn0261067_FBpp0071553	275
FBgn0029946_FBpp0308849	16649
FBgn0053647_FBpp0090989	24888
FBgn0031542_FBpp0077257	18861
FBgn0051860_FBpp0292109	14785
FBgn0265045_FBpp0307635	13522.1.1.2
FBgn0040283_FBpp0083926	25883.1
FBgn0053463_FBpp0086436	26759
FBgn0039407_FBpp0312340	25854
FBgn0035488_FBpp0113001	5652
FBgn0003162_FBpp0071507	25910
FBgn0033074_FBpp0085338	2976
FBgn0000042_FBpp0311818	1305
FBgn0051146_FBpp0297111	7392
FBgn0262788_FBpp0297070	5093
FBgn0032399_FBpp0309542	7243
FBgn0051528_FBpp0078563	18667
FBgn0030823_FBpp0074177	9892
FBgn0003742_FBpp0088562	9022
FBgn0037513_FBpp0081276	5665
FBgn0038524_FBpp0082903	20804
FBgn0086129_FBpp0072158	19977
FBgn0083228_FBpp0089318	23664.2.2
FBgn0038547_FBpp0312514	19050
FBgn0020371_FBpp0088641	5737
FBgn0020496_FBpp0306582	12214
FBgn0041174_FBpp0304693	19820
FBgn0054001_FBpp0290169	5854
FBgn0044452_FBpp0072840	16451
FBgn0033520_FBpp0087356	3277
FBgn0002941_FBpp0303415	7378
FBgn0035431_FBpp0072951	6150
FBgn0017590_FBpp0083730	5525
FBgn0052374_FBpp0076539	25956
FBgn0028499_FBpp0082981	25185
FBgn0035193_FBpp0072617	1383
FBgn0037556_FBpp0081302	7169
FBgn0039158_FBpp0083936	4957
FBgn0028481_FBpp0077614	7650.2
FBgn0030982_FBpp0074473	24757
FBgn0027296_FBpp0070398	948
FBgn0040735_FBpp0085847	8361
FBgn0036568_FBpp0075203	4287
FBgn0043457_FBpp0271776	18194
FBgn0053500_FBpp0075825	25841
FBgn0051493_FBpp0081086	17984
FBgn0037227_FBpp0078615	19679
FBgn0031069_FBpp0307156	20038
FBgn0040795_FBpp0075187	15040
FBgn0264605_FBpp0305803	133
FBgn0002938_FBpp0079064	19557
FBgn0067782_FBpp0089077	19425
FBgn0033273_FBpp0087866	11069
FBgn0035631_FBpp0076804	1503
FBgn0051862_FBpp0079932	182
FBgn0086908_FBpp0111689	16439
FBgn0031722_FBpp0078751	15279
FBgn0040098_FBpp0079320	23810
FBgn0035252_FBpp0312396	2296
FBgn0051343_FBpp0083524	10276
FBgn0004606_FBpp0303607	21723
FBgn0037477_FBpp0292295	16023
FBgn0054011_FBpp0310044	15260
FBgn0031182_FBpp0076908	26436
FBgn0037910_FBpp0081885	22986
FBgn0261602_FBpp0072802	13390
FBgn0035928_FBpp0076317	25124
FBgn0041240_FBpp0085554	25267
FBgn0262508_FBpp0293353	8767
FBgn0262893_FBpp0297412	3603
FBgn0035332_FBpp0072766	16302
FBgn0035435_FBpp0289977	9625
FBgn0002534_FBpp0305732	24371
FBgn0031741_FBpp0297739	15329
FBgn0038840_FBpp0307023	11626.1.1.1
