desc	ogs	musDom	gloMor	droMel	droYak	droAna	droPse	droWil	droMoj	droVir	anoGam	anoDar	anoSte	aedAeg	culQui
none	2990	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	2993	1	1	1	2	1	1	1	1	1	2	1	1	2	1
none	2994	3	1	1	1	1	1	1	1	1	2	1	5	3	1
none	2996	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	2997	2	1	1	1	1	1	1	1	1	1	1	1	2	2
none	2998	1	2	1	1	1	1	1	1	1	1	1	1	1	1
none	3001	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	3008	1	1	1	1	1	1	1	1	1	1	1	1	1	3
none	3010	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3011	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3015	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3019	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3020	1	2	1	1	1	1	1	1	1	1	2	0	2	1
none	3025	1	0	1	1	0	1	1	1	1	1	0	1	2	0
none	3026.1	2	1	0	0	0	0	0	0	0	0	0	0	0	2
none	3026.2	1	1	0	0	0	0	0	0	0	0	1	0	0	1
none	3028	0	0	1	1	1	1	1	1	1	1	1	1	1	1
none	303	1	0	0	0	0	0	0	0	0	0	0	0	0	1
none	3032	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3033	1	1	1	1	1	2	1	1	1	1	1	1	1	1
none	3034	1	1	1	2	1	1	1	1	1	1	0	1	2	1
none	3038	1	2	1	1	1	1	1	2	2	1	1	1	1	2
none	3043	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3049	0	0	0	0	1	1	1	0	0	0	0	1	0	0
none	305	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3050.1	3	0	0	0	0	0	0	0	0	0	0	0	1	5
none	3050.2	2	1	2	2	2	2	4	3	1	3	1	0	4	2
none	3058	2	1	1	1	1	1	1	1	1	1	1	1	2	2
none	3060	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	3064	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3068	1	1	1	1	1	1	1	1	1	1	0	1	1	1
none	307	1	1	0	0	0	0	0	0	0	0	0	0	2	0
none	3081	1	1	1	2	1	1	1	2	1	1	1	1	1	1
none	3083	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3086	2	1	1	1	1	1	1	1	1	1	1	3	2	2
none	3089	2	2	1	1	1	1	1	1	1	1	1	1	1	2
none	3091	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3093	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	3096.1	1	1	1	1	1	1	3	1	1	2	1	1	1	1
none	3096.2	1	1	1	1	1	1	1	1	1	3	2	2	4	4
none	3097	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3102	0	0	6	3	1	2	1	1	2	0	0	0	1	3
none	3103	1	1	1	1	1	1	1	1	1	2	1	1	1	2
none	3104	1	2	1	1	1	1	1	1	1	1	1	1	2	1
none	3105	1	0	1	1	1	2	1	1	1	1	1	1	1	1
none	3109.1	7	5	3	3	3	3	6	3	3	2	3	1	4	3
none	3109.2	1	0	1	1	1	1	1	1	1	1	1	1	2	1
none	3110	1	1	1	1	1	1	4	1	1	1	0	1	1	1
none	3111	1	1	1	1	1	1	2	1	1	1	1	1	1	1
none	3112	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3115	0	0	1	1	1	1	1	1	0	1	1	1	1	1
none	3116	1	0	1	1	1	1	1	1	1	1	1	1	1	3
none	312	1	1	1	1	1	1	1	1	1	1	1	0	1	1
none	3127.1	1	1	1	1	2	1	1	1	1	2	1	1	1	6
none	3127.2	1	2	1	1	1	1	1	1	1	1	1	1	2	43
none	313	1	1	1	1	1	2	2	0	0	1	0	1	1	1
none	3133	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3136	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3138	1	2	1	1	1	1	1	2	1	1	2	1	2	1
none	314	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	3140	1	1	1	0	0	1	0	0	1	1	1	1	1	1
none	3142	1	0	1	1	1	1	1	1	1	1	0	0	1	1
none	3147	1	2	1	1	1	1	1	1	1	0	0	0	1	1
none	3149	1	1	1	1	1	1	1	2	1	1	1	1	1	1
none	3151	1	2	1	1	1	1	1	1	1	1	1	1	1	1
none	3153	0	0	2	4	3	7	8	0	1	0	0	0	2	1
none	3154	1	1	1	1	1	1	1	1	1	1	0	1	1	1
none	3156	1	2	1	1	1	1	1	1	1	1	1	1	1	2
none	3157	1	1	1	0	1	1	1	1	1	1	0	1	3	1
none	316	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3162	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3163	2	1	1	1	1	3	1	1	1	1	1	1	1	1
none	3165	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3166.1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
none	3166.2	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	3173.1	3	1	1	1	1	1	1	1	1	1	2	1	1	1
none	3173.2.1.1.1	1	1	1	1	1	1	1	1	1	1	1	1	3	3
none	3173.2.1.1.2	1	0	0	0	0	0	0	0	0	0	1	1	0	1
none	3173.2.1.2	1	1	1	1	1	1	1	1	1	1	3	1	1	1
none	3173.2.2	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	3174	2	0	1	1	1	1	1	1	1	1	1	1	1	1
none	3176	0	0	1	1	1	1	1	0	0	1	1	1	1	1
none	3178.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3178.2	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	318.1	2	1	1	1	1	1	4	1	1	1	1	1	1	1
none	318.2	1	1	1	0	0	0	0	1	1	1	1	1	1	1
none	3180	1	1	3	3	4	4	3	6	5	1	1	1	0	1
none	3184	1	2	1	1	1	2	2	1	1	1	3	2	3	1
none	3189	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	320	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	3201	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3205	1	1	1	1	1	1	1	1	1	2	1	1	1	1
none	3211	1	1	1	1	1	1	1	0	1	1	1	1	1	1
none	3212	1	1	0	0	0	0	0	0	0	0	0	0	0	1
none	3218	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	3219	1	1	1	0	1	1	1	1	1	2	1	0	2	2
none	3220	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3222	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	323	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3233.1	3	1	1	1	2	1	1	1	1	1	2	2	2	1
none	3233.2	1	1	1	4	1	1	1	1	1	1	1	1	1	4
none	3238	1	2	1	1	1	1	1	1	1	1	1	1	1	1
none	3245	1	3	1	2	1	1	2	1	1	1	1	1	1	1
none	3246	1	1	0	1	1	0	1	0	1	0	0	0	0	1
none	325	1	4	2	1	1	1	1	1	1	1	1	1	1	1
none	3250	1	1	1	1	1	1	2	1	1	1	1	1	1	1
none	3251	1	0	1	1	1	1	1	1	2	2	2	2	2	3
none	3252	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3259	4	2	2	2	4	3	4	5	4	1	2	1	2	1
none	3262	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3266	1	2	2	2	2	1	3	2	2	1	1	1	1	1
none	3267	0	1	0	0	0	0	0	0	0	0	0	0	0	1
none	327	1	1	1	1	0	0	0	0	0	2	1	1	0	0
none	3271	1	0	1	2	2	1	1	1	1	1	1	1	1	1
none	3272	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3275	2	1	1	1	1	2	1	1	1	1	1	1	1	1
none	3277	1	1	3	2	3	1	2	1	1	1	1	1	1	1
none	3280	1	1	1	1	1	0	1	1	1	1	1	1	2	3
none	3283	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	3287	0	0	0	0	0	1	2	0	0	0	0	1	0	5
none	3288	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3294	1	0	1	1	1	1	1	1	1	1	0	1	1	1
none	3297	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3298	2	1	2	2	2	2	2	2	2	1	0	1	1	1
none	3299	0	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3305	1	0	1	1	1	1	1	1	1	1	1	0	1	1
none	3307	1	4	4	4	3	4	5	2	4	1	0	2	3	2
none	3310	1	1	1	2	1	1	1	1	1	1	1	1	1	1
none	3312	0	0	1	1	1	1	1	1	1	1	0	1	0	0
none	3313	1	1	1	1	1	1	1	1	1	2	2	2	4	2
none	3317	1	1	2	1	1	1	1	1	2	1	1	1	1	1
none	3321	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	3324.2	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	3327	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	3330	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	3338	6	11	7	8	7	33	8	8	8	8	7	9	9	12
none	3339	1	1	1	1	2	1	1	1	1	3	1	1	2	2
none	3347	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3350	1	1	1	1	1	1	1	1	1	1	1	1	0	1
none	3353	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	336	1	2	1	1	1	2	1	1	1	1	1	1	1	1
none	3361	1	0	1	1	1	1	1	1	1	1	1	2	1	1
none	3364	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3365	1	0	1	1	1	1	1	1	1	1	1	0	1	1
none	3366	1	2	1	1	1	1	1	1	1	1	1	1	2	1
none	337	1	2	1	1	1	1	1	1	1	1	1	1	1	1
none	3370	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	3385	1	1	1	2	1	1	1	1	1	0	0	0	1	2
none	3387	0	0	1	0	1	0	0	0	0	1	0	0	0	1
none	3390	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	3399	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	341	1	1	1	1	1	2	1	1	1	1	1	1	1	0
none	3412	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3416	1	0	1	1	1	1	3	1	1	1	1	1	2	1
none	3417	1	1	1	1	1	1	1	1	1	1	0	1	2	1
none	342	1	3	1	1	1	1	1	1	1	1	1	1	1	1
none	3426	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3428	1	0	1	1	1	1	1	1	1	0	1	0	1	1
none	3432	1	0	1	1	2	2	1	1	1	1	1	1	1	0
none	3437	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	3444	1	0	1	1	1	1	1	1	1	1	0	1	1	1
none	3448	1	1	1	1	1	1	1	1	2	2	1	2	2	4
none	3449	1	0	0	0	0	0	1	0	0	0	0	1	0	2
none	345	1	2	1	1	1	1	1	1	1	1	1	1	1	1
none	3453	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	3455	0	1	0	0	0	0	0	0	1	0	0	1	0	1
none	3456	1	1	1	1	1	1	1	1	2	1	0	1	1	1
none	3458	1	1	1	1	1	1	1	0	1	1	1	1	1	2
none	3459	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3469	0	0	1	1	1	1	1	1	1	1	1	1	2	1
none	3471	1	1	1	1	1	1	2	1	1	1	1	1	1	1
none	3477	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3482	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3483	1	1	1	1	1	1	1	2	1	1	0	1	2	7
none	3484	1	0	1	1	1	1	1	2	1	1	1	1	1	1
none	3485	1	0	1	1	1	1	1	1	1	1	0	1	0	1
none	3486	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3487	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3488	2	1	1	1	1	1	1	1	2	1	1	1	2	3
none	349	1	1	1	1	2	1	1	1	1	1	1	1	1	2
none	3492	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3493	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3494	2	5	2	3	2	3	2	2	2	1	1	1	2	1
none	350	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3501	1	2	1	1	1	1	1	1	1	1	1	1	1	1
none	3503	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	3505	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	3508	0	0	1	1	1	1	1	1	1	0	0	0	1	0
none	351	1	1	1	1	1	1	1	1	1	1	1	1	0	1
none	3512	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3513	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3515.1	1	0	1	2	1	1	1	1	1	2	1	1	1	1
none	3515.2	2	3	1	3	1	1	1	1	1	3	2	4	3	5
none	3516	0	0	1	0	0	0	0	0	0	0	0	0	1	0
none	3521	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3527	1	1	1	1	1	1	2	1	1	1	1	1	1	0
none	3533	0	0	0	2	2	0	0	1	0	1	1	1	1	1
none	3542	1	1	1	0	1	1	1	1	1	1	1	1	1	1
none	3545	1	1	1	1	1	1	1	1	1	0	1	0	0	1
none	3546	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	3547.1	3	1	3	3	3	2	3	2	3	0	0	0	0	2
none	3547.2	3	2	2	2	4	2	6	2	2	3	5	2	5	4
none	355	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3551	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	3553	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3554	1	1	1	3	1	1	1	1	1	1	1	1	1	1
none	3555	1	0	1	1	1	1	1	1	1	1	1	1	1	6
none	3559	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	356.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	356.2	2	2	1	1	1	1	1	1	1	1	1	1	1	1
none	3560	1	1	1	1	1	1	1	1	1	0	0	1	0	2
none	3566	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3569	2	3	1	2	1	1	1	1	1	1	1	1	0	1
none	357	1	2	1	1	1	1	1	1	1	1	1	1	1	1
none	3572	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3574	0	1	1	1	1	1	1	1	1	1	1	1	0	0
none	3585	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	3586	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	3587	1	0	1	1	1	2	1	1	1	1	0	1	1	27
none	359	1	1	1	1	1	1	1	1	1	1	2	1	1	1
none	3592	1	0	1	1	1	1	1	1	1	1	0	2	1	2
none	3598	0	0	0	1	1	1	1	1	1	1	0	0	0	1
none	3599	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3600.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3600.2	1	1	1	1	1	1	1	1	1	1	1	0	1	0
none	3605	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3607	1	1	1	1	1	1	1	1	1	1	1	1	0	0
none	3614	1	1	1	1	2	1	1	1	1	1	1	1	1	1
none	3615	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	3616	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3617.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3617.2	1	1	1	1	1	2	1	1	1	1	1	0	1	1
none	3624	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3637	1	2	1	1	1	1	1	1	1	1	0	1	1	1
none	3638	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3643	1	1	0	0	0	0	0	0	0	0	0	0	1	1
none	3647	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3649	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3653	2	1	1	1	1	1	1	1	1	1	1	1	1	1
none	366	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3667	1	1	1	1	1	2	1	1	1	1	1	1	1	1
none	3674	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3676	1	1	1	1	1	1	1	1	1	1	0	1	1	1
none	3677	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	3679	4	2	3	3	3	2	1	2	2	2	2	1	5	3
none	3681	1	1	1	1	1	1	1	1	1	1	1	0	1	1
none	3682	1	4	1	1	1	1	1	1	1	1	1	1	1	1
none	369	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	3696	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3697	1	3	1	1	1	1	1	1	1	1	1	1	1	1
none	3699.1.1	1	3	1	3	3	1	3	2	2	2	1	1	2	1
none	3699.1.2	0	1	1	1	2	1	1	1	1	0	0	0	1	1
none	3699.2	1	2	1	1	1	1	1	1	1	1	0	1	1	1
none	37	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3703	2	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3707	1	1	1	1	1	1	1	1	0	1	1	1	2	1
none	3717	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	3718	1	1	1	1	1	1	1	1	1	0	0	0	0	1
none	3720	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3723	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3728	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	373	1	1	1	3	1	1	1	1	1	1	0	1	1	1
none	3732	3	1	1	1	1	2	1	1	1	1	0	1	0	0
none	3737	0	0	2	2	1	2	2	2	2	1	1	1	1	2
none	3740	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	375	2	2	1	1	1	1	1	1	1	1	0	1	0	0
none	3757	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3758	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	376	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3760	0	1	0	0	0	0	0	0	1	0	0	2	0	0
none	3767	2	3	2	2	2	2	2	2	2	2	2	2	2	2
none	3777	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3778	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	3781	2	1	1	1	1	1	1	1	1	0	0	0	1	2
none	3781	2	1	1	1	1	1	1	1	1	0	0	0	1	2
none	3793	1	2	1	1	1	1	1	1	1	1	1	1	1	1
none	3795	1	0	1	1	1	1	1	1	1	1	1	1	2	1
none	3803	1	2	1	1	1	1	1	1	1	1	1	1	2	2
none	3804	1	0	1	0	0	1	0	0	0	0	1	0	0	0
none	3808	1	0	1	1	1	1	1	1	1	1	1	1	1	2
none	3809	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	381	1	2	1	1	1	1	1	1	1	1	1	1	1	1
none	3810	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3811	1	2	1	1	1	1	1	1	1	1	1	1	1	1
none	3818	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3819	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3824	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3829	1	1	1	1	1	1	1	1	1	2	1	2	2	2
none	383	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3831	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3832	1	1	1	1	1	2	1	1	1	1	1	1	1	1
none	3834	1	1	0	0	0	0	0	0	0	1	1	1	2	2
none	3836	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	3837	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3838	2	1	1	1	1	1	1	1	1	1	1	2	0	1
none	384	0	1	0	0	0	0	0	0	0	0	1	2	0	1
none	3841	2	2	2	4	2	2	2	2	2	1	1	1	1	1
none	3842	1	1	1	1	1	1	1	0	0	1	0	1	1	2
none	3845	1	2	1	1	1	1	1	1	1	1	1	1	1	2
none	3859	0	0	0	1	0	1	0	1	1	0	0	1	0	0
none	3864	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3866	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3868	2	1	1	1	1	1	1	1	1	1	1	3	2	2
none	3870	0	1	0	0	0	0	0	0	0	0	0	1	0	0
none	3875	0	1	1	1	1	1	1	1	1	1	1	1	2	2
none	388	0	1	1	1	1	1	1	1	1	2	2	2	2	1
none	3881.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3881.2	2	1	2	2	2	3	2	2	2	1	1	1	1	1
none	3886	1	2	1	1	1	1	1	1	1	1	1	1	1	1
none	3887	1	1	1	1	1	2	1	1	1	1	1	1	2	2
none	3888	6	6	1	1	1	1	1	1	1	2	1	1	2	1
none	389	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3890.1	1	2	1	1	1	1	1	1	1	0	0	0	1	1
none	3890.2	0	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3893	1	1	1	1	1	1	2	1	1	1	1	1	2	1
none	3895	0	0	1	1	1	1	1	1	1	0	0	0	2	0
none	3896	1	1	1	1	1	1	1	1	1	1	2	1	1	2
none	3897	1	1	1	1	1	1	1	1	1	1	1	1	1	3
none	3898	1	1	1	1	1	1	1	1	1	1	0	1	1	0
none	39	1	1	1	1	1	1	2	1	1	1	1	1	1	1
none	3902	2	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3909	2	1	1	2	1	1	1	1	1	1	1	1	1	1
none	3912	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	3913	0	0	0	1	1	1	1	1	1	1	0	0	0	1
none	3919	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	3920	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3921	1	0	1	1	1	1	1	1	1	0	0	0	1	0
none	3925	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	3927	1	1	1	1	1	1	1	1	1	1	1	2	1	2
none	3929	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	393	0	1	0	0	0	0	0	0	0	1	1	1	1	1
none	3930	1	1	1	1	1	1	1	1	1	1	1	1	2	2
none	3931	1	1	0	0	0	0	0	0	0	1	1	2	0	2
none	3936	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3937	0	0	0	0	1	1	0	0	0	0	1	2	2	1
none	3940	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3943	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	3945	1	1	1	1	1	1	1	1	1	1	1	1	4	2
none	3947	1	0	1	1	1	1	1	1	1	2	1	1	1	2
none	3953	1	2	1	1	1	1	1	1	1	1	1	1	0	1
none	3954	1	2	1	1	1	2	1	2	2	1	1	1	1	1
none	3957	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	3960	2	1	1	1	1	1	2	1	1	0	0	4	0	0
none	3964	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3966	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3967	1	0	1	0	0	2	0	0	0	1	1	1	1	1
none	3968	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	397	1	1	1	1	3	2	1	2	2	1	0	1	0	1
none	3974	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3976	1	1	1	1	1	1	2	1	1	1	1	1	1	1
none	398	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	3981	1	2	1	1	1	1	1	1	1	1	2	0	1	1
none	3986	2	0	1	1	1	1	1	1	1	2	1	1	1	1
none	3987	1	1	1	1	1	2	1	1	1	1	1	1	1	1
none	3995	0	1	1	1	1	1	1	1	1	1	1	1	1	2
none	3997	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	40	1	1	1	1	1	1	1	1	1	1	2	1	1	2
none	4001	1	2	1	1	1	1	2	1	1	1	1	1	1	1
none	4004	1	1	2	2	2	2	3	2	2	1	1	1	1	1
none	4007	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	4008	1	1	1	1	1	2	1	1	1	2	1	2	1	1
none	4011	1	1	1	1	1	1	1	1	1	1	1	1	1	0
none	4013	1	1	1	1	1	3	1	1	1	1	1	1	1	2
none	402	1	1	1	1	1	1	1	1	1	0	0	0	1	1
none	4021	3	2	1	1	1	1	1	1	1	1	1	1	1	1
none	4023	1	1	1	1	1	1	1	2	2	1	1	1	1	1
none	4029	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	4032	1	1	1	1	1	1	1	1	1	1	0	1	1	1
none	4034	1	1	2	1	2	2	1	1	2	1	1	1	1	1
none	4038	0	0	1	1	2	2	1	1	2	2	0	1	1	1
none	4044	1	0	0	0	0	0	0	0	0	0	1	0	1	1
none	4045	3	0	6	7	6	6	7	5	5	9	5	3	16	6
none	4048	2	2	1	1	1	1	1	1	1	1	1	1	1	3
none	4049.1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
none	4049.2	2	3	3	3	3	3	3	3	2	1	1	1	1	1
none	4051	1	0	1	2	0	2	1	1	1	1	1	1	1	1
none	4053	1	1	1	1	1	1	1	1	1	0	0	0	1	1
none	4054	1	2	1	1	1	1	1	2	1	1	1	1	2	3
none	4065	1	0	0	0	0	1	0	0	0	0	1	2	0	1
none	4068	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	4070	1	0	1	1	1	1	1	1	1	1	1	1	2	2
none	4077	2	0	1	1	2	1	1	1	1	2	1	1	1	3
none	4082	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	4083	2	4	2	2	2	2	2	3	5	1	1	0	0	1
none	4084	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	4089	5	1	2	2	3	2	2	2	2	1	1	1	1	1
none	4091	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	4093	1	1	1	1	1	1	1	1	2	1	1	1	1	2
none	4094	0	0	0	1	1	0	1	1	1	1	0	0	0	0
none	410	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	4103	1	2	1	1	1	1	1	1	1	1	1	1	1	2
none	4107	1	1	1	1	1	1	1	1	1	1	1	1	0	1
none	4118	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	4119	18	12	14	14	15	14	14	14	16	20	14	14	17	21
none	4120	1	1	1	1	1	2	1	1	1	2	1	1	1	1
none	4121	1	1	1	1	1	1	1	1	1	1	1	0	1	1
none	4122	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	4128	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	4131	1	1	1	1	1	1	1	1	1	1	1	0	1	1
none	4132	0	0	1	1	1	0	1	0	0	1	1	1	2	1
none	4139	0	1	1	1	1	1	1	1	1	0	0	0	1	1
none	414	1	1	1	1	1	1	1	1	1	1	1	1	1	0
none	4140	1	1	1	1	1	1	1	1	1	1	1	1	1	0
none	4141	1	1	1	1	1	1	1	1	1	2	1	1	1	1
none	4146	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	4153	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	4157	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	416	1	3	1	2	1	3	1	1	1	2	1	1	1	1
none	4162	1	0	0	0	0	1	0	0	0	0	0	0	1	0
none	4172	4	2	3	3	3	3	2	3	3	3	3	3	3	5
none	4175	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	4176	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	4177	1	1	2	1	1	1	1	1	1	1	1	1	1	1
none	4178	1	1	1	1	1	1	1	1	1	1	0	1	1	0
none	4179	1	2	1	1	1	1	1	1	1	1	1	1	1	1
none	4186	1	1	1	1	1	1	1	1	1	1	1	1	0	1
none	4194	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	4198	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	42	1	1	2	2	2	2	2	1	1	1	0	1	2	1
none	420	1	1	1	1	1	1	1	1	1	1	1	1	1	1
