id	class	strata	Muscidae	Calyptratae	Schizophora	Cyclorrhapha	Diptera	Endopterygota	Insecta	Arthropoda	Ecdysozoa	Protostomia	Bilateria	Metazoa	Opisthokont
XP_005190496.1	known	Opisthokont	1	1	9	0	4	17	3	5	10	5	11	4	1
XP_005183287.1	known	Endopterygota	1	1	9	0	3	13	0	0	0	0	0	0	0
XP_005180889.1	known	Bilateria	1	1	9	1	5	17	2	4	0	3	10	0	0
XP_005177544.1	known	Metazoa	1	1	8	1	5	17	3	5	10	3	9	4	0
XP_005184993.1	known	Arthropoda	1	1	9	1	5	17	3	1	0	0	0	0	0
XP_005183821.1	known	Opisthokont	1	1	9	0	5	17	3	4	0	5	10	2	2
XP_005176676.1	known	Insecta	1	1	9	0	5	13	3	0	0	0	0	0	0
XP_005181655.1	known	Opisthokont	1	1	9	0	4	16	3	5	10	5	11	4	4
XP_005175404.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	10	4	2
XP_005186852.1	known	Schizophora	1	0	4	0	0	0	0	0	0	0	0	0	0
XP_005179723.1	known	Opisthokont	1	1	9	1	5	17	3	4	7	5	11	3	2
XP_005184627.1	known	Insecta	1	1	9	1	2	1	1	0	0	0	0	0	0
XP_005183146.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	10	4	3
XP_005189894.1	known	Metazoa	1	1	9	0	4	14	3	1	0	4	1	4	0
XP_005191883.1	known	Opisthokont	1	0	6	0	0	0	0	0	0	0	0	0	1
XP_005185794.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005188567.1	known	Metazoa	1	1	9	0	4	13	2	4	10	5	0	1	0
XP_005177486.1	known	Endopterygota	1	1	0	0	0	1	0	0	0	0	0	0	0
XP_005187503.1	known	Schizophora	1	1	8	0	0	0	0	0	0	0	0	0	0
XP_005191593.1	known	Metazoa	1	1	9	1	5	17	3	5	0	5	11	4	0
XP_005176056.1	known	Opisthokont	1	1	9	1	5	15	2	5	10	5	11	4	2
XP_005191947.1	known	Metazoa	1	1	9	1	5	8	2	1	0	2	2	1	0
XP_005188529.1	known	Metazoa	1	1	9	0	5	16	3	5	7	5	11	4	0
XP_005182719.1	known	Opisthokont	1	1	6	0	5	15	2	4	5	4	11	4	2
XP_005188391.1	known	Metazoa	1	1	9	0	5	13	2	4	3	3	10	4	0
XP_005176869.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	1
XP_005188616.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	3
XP_005192236.1	known	Metazoa	1	1	8	1	5	17	2	1	0	0	5	1	0
XP_005178076.1	known	Metazoa	1	1	9	1	5	16	3	4	9	5	11	4	0
XP_005175014.1	known	Insecta	1	1	1	1	2	5	1	0	0	0	0	0	0
XP_005178723.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005184208.1	known	Opisthokont	1	1	9	0	4	17	3	5	9	4	10	1	2
XP_005188090.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	2	0
XP_005186403.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005179540.1	known	Schizophora	1	1	8	0	0	0	0	0	0	0	0	0	0
XP_005177521.1	known	Opisthokont	1	1	9	1	5	17	3	4	10	5	11	4	4
XP_005186560.1	known	Insecta	1	1	8	0	5	12	2	0	0	0	0	0	0
XP_005185204.1	known	Insecta	1	1	9	0	5	3	1	0	0	0	0	0	0
XP_005181735.1	known	Opisthokont	1	1	9	1	5	17	2	5	10	5	11	4	4
XP_005183878.1	known	Insecta	1	1	8	0	0	4	1	0	0	0	0	0	0
XP_005184589.1	known	Metazoa	1	1	9	1	5	17	3	4	8	3	11	4	0
XP_005179707.1	known	Schizophora	1	1	9	0	0	0	0	0	0	0	0	0	0
XP_005180713.1	known	Bilateria	1	0	2	0	0	1	0	0	4	0	3	0	0
XP_005181953.1	known	Calyptratae	1	1	0	0	0	0	0	0	0	0	0	0	0
XP_005182630.1	known	Metazoa	1	1	9	1	5	17	3	5	1	4	10	4	0
XP_005179660.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005180475.1	known	Bilateria	1	1	9	1	5	16	3	1	9	0	1	0	0
XP_005183994.1	known	Opisthokont	1	1	8	0	5	16	2	4	4	4	10	2	1
XP_005187793.1	known	Opisthokont	1	1	9	0	5	16	3	4	9	5	10	3	1
XP_005180044.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	4	11	4	4
XP_005190422.1	known	Bilateria	1	1	5	0	5	13	2	2	0	1	8	0	0
XP_005182489.1	known	Schizophora	1	1	2	0	0	0	0	0	0	0	0	0	0
XP_005182787.1	known	Opisthokont	1	1	9	0	3	14	3	3	3	3	9	1	1
XP_005177317.1	known	Bilateria	1	1	9	0	3	17	2	2	4	2	4	0	0
XP_005184242.1	known	Metazoa	1	0	2	0	0	2	0	1	2	2	7	3	0
XP_005184383.1	known	Opisthokont	1	0	9	0	4	16	2	4	9	5	11	3	3
XP_005181664.1	known	Calyptratae	1	1	0	0	0	0	0	0	0	0	0	0	0
XP_005177502.1	known	Bilateria	1	1	9	0	5	13	0	2	0	0	1	0	0
XP_005190673.1	known	Diptera	1	1	9	1	3	0	0	0	0	0	0	0	0
XP_005191554.1	known	Schizophora	1	1	2	0	0	0	0	0	0	0	0	0	0
XP_005187744.1	known	Opisthokont	1	1	9	1	5	17	3	3	10	5	11	3	4
XP_005178683.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005183429.1	known	Opisthokont	1	1	9	1	5	17	3	5	8	5	11	3	1
XP_005185332.1	known	Bilateria	1	0	9	0	3	2	2	0	0	0	1	0	0
XP_005185350.1	known	Schizophora	1	0	9	0	0	0	0	0	0	0	0	0	0
XP_005186208.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	3	4
XP_005179703.1	known	Opisthokont	1	1	9	1	5	17	3	4	10	5	11	3	4
XP_005190274.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005181780.1	known	Metazoa	1	1	9	1	5	16	3	5	9	5	10	3	0
XP_005179113.1	known	Diptera	1	1	9	0	1	0	0	0	0	0	0	0	0
XP_005188324.1	known	Metazoa	1	0	9	1	5	10	1	3	4	2	10	3	0
XP_005189903.1	known	Bilateria	1	1	8	0	4	15	2	1	0	2	10	0	0
XP_005184423.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	2
XP_005183638.1	known	Diptera	1	1	9	0	2	0	0	0	0	0	0	0	0
XP_005177978.1	known	Metazoa	1	1	9	1	5	17	3	5	10	4	9	4	0
XP_005180273.1	known	Insecta	1	0	0	0	0	2	1	0	0	0	0	0	0
XP_005180276.1	known	Calyptratae	1	1	0	0	0	0	0	0	0	0	0	0	0
XP_005176109.1	known	Schizophora	1	1	6	0	0	0	0	0	0	0	0	0	0
XP_005183326.1	known	Arthropoda	1	1	8	0	2	12	3	1	0	0	0	0	0
XP_005191133.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005176449.1	known	Bilateria	1	1	8	0	0	0	0	0	0	0	7	0	0
XP_005192021.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	2
XP_005180942.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	5	11	3	4
XP_005183571.1	known	Endopterygota	1	1	8	0	1	1	0	0	0	0	0	0	0
XP_005180023.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005182941.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	10	4	1
XP_005182642.1	known	Ecdysozoa	1	1	9	1	2	0	1	0	1	0	0	0	0
XP_005185088.1	known	Metazoa	1	1	9	1	5	16	3	5	10	3	0	2	0
XP_005181433.1	known	Arthropoda	1	1	9	0	4	12	1	2	0	0	0	0	0
XP_005177202.1	known	Bilateria	1	1	9	1	5	16	3	4	9	1	10	0	0
XP_005185120.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005174790.1	known	Opisthokont	1	1	8	0	5	16	3	5	10	5	11	3	2
XP_005177353.1	known	Metazoa	1	0	9	0	3	6	2	1	0	3	1	1	0
XP_005186305.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005177012.1	known	Schizophora	1	0	2	0	0	0	0	0	0	0	0	0	0
XP_005186806.1	known	Opisthokont	1	1	9	0	5	17	3	4	9	5	11	3	3
XP_005182400.1	known	Metazoa	1	1	9	0	4	16	2	5	8	1	11	2	0
XP_005175240.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005191804.1	known	Opisthokont	1	1	9	1	5	17	3	1	0	4	10	3	3
XP_005187128.1	known	Opisthokont	1	1	9	1	5	17	3	4	10	5	11	4	4
XP_005186499.1	known	Insecta	1	1	9	0	4	4	1	0	0	0	0	0	0
XP_005180935.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	4
XP_005177260.1	known	Endopterygota	1	1	9	1	1	4	0	0	0	0	0	0	0
XP_005182853.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005176707.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005182750.1	known	Metazoa	1	1	9	1	5	14	3	4	5	3	8	1	0
XP_005179571.1	known	Metazoa	1	0	6	0	2	0	0	1	0	0	0	1	0
XP_005179459.1	known	Diptera	1	0	3	0	4	0	0	0	0	0	0	0	0
XP_005182723.1	known	Opisthokont	1	1	8	0	5	14	3	4	7	4	11	1	1
XP_005187088.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	1	1
XP_005180855.1	known	Metazoa	1	1	8	1	3	10	2	3	8	4	11	3	0
XP_005180811.1	known	Opisthokont	1	1	9	1	5	16	3	5	10	5	11	4	4
XP_005186307.1	known	Metazoa	1	1	9	1	5	17	3	2	5	1	11	2	0
XP_005178754.1	known	Opisthokont	1	1	9	0	5	8	2	2	0	3	11	4	2
XP_005176245.1	known	Opisthokont	1	0	9	1	5	17	3	5	10	5	11	4	4
XP_005175596.1	known	Endopterygota	1	0	5	0	3	4	0	0	0	0	0	0	0
XP_005187166.1	known	Bilateria	1	0	5	0	1	0	0	0	0	0	3	0	0
XP_005182820.1	known	Metazoa	1	1	9	0	4	17	3	3	9	4	9	3	0
XP_005185125.1	known	Opisthokont	1	1	6	0	5	17	3	4	8	3	10	3	3
XP_005184952.1	known	Bilateria	1	1	9	0	4	13	3	4	8	3	1	0	0
XP_005178202.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005185121.1	known	Metazoa	1	1	9	1	5	16	3	4	10	5	11	4	0
XP_005182010.1	known	Bilateria	1	1	9	0	5	16	3	5	8	5	11	0	0
XP_005189535.1	known	Metazoa	1	1	9	0	5	16	2	1	0	2	8	2	0
XP_005175598.1	known	Schizophora	1	1	2	0	0	0	0	0	0	0	0	0	0
XP_005191807.1	known	Ecdysozoa	1	1	1	0	0	6	0	2	2	0	0	0	0
XP_005190831.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005174932.1	known	Metazoa	1	1	9	1	5	17	3	3	7	5	11	1	0
XP_005176253.1	known	Metazoa	1	1	9	0	5	16	3	1	9	2	11	4	0
XP_005189560.1	known	Opisthokont	1	1	9	1	5	14	3	4	10	5	11	4	2
XP_005180196.1	known	Arthropoda	1	1	9	1	5	17	3	3	0	0	0	0	0
XP_005177758.1	known	Endopterygota	1	1	2	1	0	2	0	0	0	0	0	0	0
XP_005183555.1	known	Metazoa	1	1	8	1	5	10	2	1	1	1	5	1	0
XP_005186740.1	known	Bilateria	1	1	8	1	3	14	1	2	0	1	1	0	0
XP_005185803.1	known	Metazoa	1	1	9	1	5	17	3	5	6	4	8	2	0
XP_005184635.1	known	Bilateria	1	1	9	0	5	2	1	2	0	3	4	0	0
XP_005185413.1	known	Schizophora	1	1	6	0	0	0	0	0	0	0	0	0	0
XP_005185047.1	known	Endopterygota	1	1	9	0	4	1	0	0	0	0	0	0	0
XP_005185082.1	known	Metazoa	1	1	9	0	5	16	3	5	0	3	8	4	0
XP_005178929.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005180253.1	known	Opisthokont	1	0	9	0	5	13	2	5	8	5	11	2	3
XP_005183509.1	known	Metazoa	1	1	9	1	5	17	3	5	10	4	11	4	0
XP_005188393.1	known	Opisthokont	1	1	9	1	5	17	3	5	7	4	11	3	2
XP_005191005.1	known	Schizophora	1	1	9	0	0	0	0	0	0	0	0	0	0
XP_005183044.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	5	11	3	1
XP_005175786.1	known	Bilateria	1	1	9	0	0	0	0	1	0	0	4	0	0
XP_005186273.1	known	Schizophora	1	1	8	0	0	0	0	0	0	0	0	0	0
XP_005183182.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005184016.1	known	Schizophora	1	1	7	0	0	0	0	0	0	0	0	0	0
XP_005182890.1	known	Opisthokont	1	1	9	0	4	17	3	5	8	4	10	4	1
XP_005181281.1	known	Arthropoda	1	1	9	1	4	7	3	2	0	0	0	0	0
XP_005190168.1	known	Metazoa	1	1	9	1	5	17	3	5	10	3	1	2	0
XP_005179200.1	known	Metazoa	1	1	9	1	5	16	3	5	8	4	11	2	0
XP_005183397.1	known	Calyptratae	1	1	0	0	0	0	0	0	0	0	0	0	0
XP_005187322.1	known	Opisthokont	1	1	9	1	5	17	3	4	10	1	9	3	1
XP_005186178.1	known	Bilateria	1	1	8	0	5	13	2	2	0	2	7	0	0
XP_005181477.1	known	Metazoa	1	1	5	1	0	17	2	5	9	5	10	1	0
XP_005174894.1	known	Arthropoda	1	1	9	0	0	8	1	1	0	0	0	0	0
XP_005176369.1	known	Metazoa	1	1	9	1	5	12	1	2	0	4	10	2	0
XP_005183913.1	known	Bilateria	1	1	9	0	5	14	1	2	1	3	7	0	0
XP_005189605.1	known	Opisthokont	1	1	9	1	5	16	3	5	10	5	11	4	2
XP_005184129.1	known	Endopterygota	1	1	9	0	1	1	0	0	0	0	0	0	0
XP_005178680.1	known	Diptera	1	1	6	0	1	0	0	0	0	0	0	0	0
XP_005189905.1	known	Metazoa	1	1	8	0	5	0	3	2	5	5	11	4	0
XP_005184210.1	known	Metazoa	1	1	9	1	5	17	3	4	0	3	5	2	0
XP_005176377.1	known	Metazoa	1	1	9	0	3	1	0	0	0	1	2	1	0
XP_005176464.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005189442.1	known	Endopterygota	1	1	5	1	2	2	0	0	0	0	0	0	0
XP_005190236.1	known	Opisthokont	1	1	9	0	5	17	3	5	9	5	11	4	2
XP_005179356.1	known	Arthropoda	1	1	9	1	3	10	2	1	0	0	0	0	0
XP_005187985.1	known	Opisthokont	1	1	9	1	5	16	3	5	10	5	10	4	4
XP_005189844.1	known	Bilateria	1	1	0	0	1	1	1	1	0	0	1	0	0
XP_005187292.1	known	Endopterygota	1	1	9	0	5	9	0	0	0	0	0	0	0
XP_005175255.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	3	0
XP_005182204.1	known	Bilateria	1	1	9	0	2	16	2	3	0	1	5	0	0
XP_005192265.1	known	Metazoa	1	1	9	1	5	16	3	5	9	5	11	3	0
XP_005189011.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	10	4	2
XP_005180328.1	known	Metazoa	1	1	1	0	4	2	0	0	0	0	1	1	0
XP_005178760.1	known	Opisthokont	1	1	9	1	5	17	3	3	10	5	11	4	4
XP_005191836.1	known	Bilateria	1	1	8	0	5	11	3	3	4	3	9	0	0
XP_005186606.1	known	Schizophora	1	0	5	0	0	0	0	0	0	0	0	0	0
XP_005187658.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005191707.1	known	Bilateria	1	0	1	0	0	0	0	0	0	0	1	0	0
XP_005191879.1	known	Schizophora	1	0	4	0	0	0	0	0	0	0	0	0	0
XP_005191482.1	known	Arthropoda	1	1	9	1	5	16	3	3	0	0	0	0	0
XP_005186701.1	known	Opisthokont	1	1	9	1	5	17	3	5	8	5	11	3	1
XP_005191216.1	known	Metazoa	1	1	9	1	5	16	3	5	9	5	10	3	0
XP_005186585.1	known	Bilateria	1	1	9	1	5	17	2	4	0	3	10	0	0
XP_005184385.1	known	Metazoa	1	1	9	0	0	2	1	4	4	5	11	3	0
XP_005176286.1	known	Schizophora	1	0	5	0	0	0	0	0	0	0	0	0	0
XP_005186070.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005179700.1	known	Endopterygota	1	1	9	0	5	3	0	0	0	0	0	0	0
XP_005180432.1	known	Metazoa	1	1	9	0	5	17	1	1	0	4	9	4	0
XP_005177112.1	known	Opisthokont	1	1	9	1	5	16	3	5	9	5	11	4	4
XP_005185408.1	known	Opisthokont	1	1	9	1	3	16	3	5	9	4	9	4	4
XP_005188761.1	known	Metazoa	1	1	9	0	5	17	3	5	6	5	11	3	0
XP_005183811.1	known	Metazoa	1	1	9	0	5	17	3	2	10	4	11	3	0
XP_005188351.1	known	Opisthokont	1	1	9	0	5	13	3	3	8	5	9	3	1
XP_005176246.1	known	Opisthokont	1	0	9	1	5	17	3	5	10	5	11	4	4
XP_005189072.1	known	Metazoa	1	1	9	0	4	16	3	5	9	2	10	3	0
XP_005179678.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	4	0
XP_005183038.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005187636.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005179389.1	known	Metazoa	1	1	9	0	5	17	3	5	0	3	10	2	0
XP_005188239.1	known	Opisthokont	1	1	9	0	5	17	3	3	9	4	11	2	1
XP_005174967.1	known	Opisthokont	1	1	9	0	5	2	0	3	0	4	9	2	1
XP_005185447.1	known	Opisthokont	1	1	9	1	5	17	1	5	7	3	11	1	1
XP_005188575.1	known	Opisthokont	1	1	9	1	5	17	2	4	10	5	11	4	4
XP_005184913.1	known	Arthropoda	1	1	1	0	1	1	0	1	0	0	0	0	0
XP_005182771.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	5	10	2	4
XP_005188769.1	known	Insecta	1	1	9	1	5	16	2	0	0	0	0	0	0
XP_005175631.1	known	Bilateria	1	1	9	0	5	9	0	2	3	0	3	0	0
XP_005190180.1	known	Metazoa	1	1	9	0	5	4	1	1	0	2	0	1	0
XP_005186292.1	known	Opisthokont	1	1	9	0	5	17	2	4	6	4	11	3	2
XP_005188705.1	known	Bilateria	1	1	9	0	5	15	3	4	9	5	7	0	0
XP_005184224.1	known	Metazoa	1	1	9	1	5	16	3	4	10	5	11	4	0
XP_005184571.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	5	11	4	2
XP_005185519.1	known	Bilateria	1	1	6	0	2	2	0	0	0	0	1	0	0
XP_005189481.1	known	Calyptratae	1	1	0	0	0	0	0	0	0	0	0	0	0
XP_005180390.1	known	Opisthokont	1	1	7	0	5	16	3	5	7	5	10	2	3
XP_005179490.1	known	Metazoa	1	1	9	1	5	17	3	5	1	5	11	3	0
XP_005188714.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005181180.1	known	Bilateria	1	1	9	1	5	16	3	3	6	3	11	0	0
XP_005190656.1	known	Metazoa	1	1	2	0	3	14	2	3	1	1	6	2	0
XP_005190729.1	known	Opisthokont	1	1	9	0	5	17	3	4	10	5	11	4	4
XP_005185705.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005189871.1	known	Opisthokont	1	1	9	0	5	17	3	5	9	5	10	4	3
XP_005185386.1	known	Endopterygota	1	1	9	1	4	2	0	0	0	0	0	0	0
XP_005185957.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	1
XP_005187318.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	4	11	4	2
XP_005184593.1	known	Schizophora	1	0	9	0	0	0	0	0	0	0	0	0	0
XP_005184354.1	known	Bilateria	1	0	9	0	5	8	2	0	0	0	1	0	0
XP_005184304.1	known	Schizophora	1	1	9	0	0	0	0	0	0	0	0	0	0
XP_005175688.1	known	Schizophora	1	1	7	0	0	0	0	0	0	0	0	0	0
XP_005176565.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	3
XP_005175736.1	known	Metazoa	1	1	9	0	2	12	2	4	0	4	2	1	0
XP_005174786.1	known	Bilateria	1	1	9	0	3	15	2	3	6	2	8	0	0
XP_005176995.1	known	Metazoa	1	1	9	0	4	13	3	5	6	5	11	4	0
XP_005178753.1	known	Bilateria	1	0	0	0	0	0	0	0	0	0	1	0	0
XP_005190276.1	known	Insecta	1	1	4	0	4	10	1	0	0	0	0	0	0
XP_005183527.1	known	Schizophora	1	0	9	0	0	0	0	0	0	0	0	0	0
XP_005190943.1	known	Metazoa	1	1	9	1	5	17	3	3	0	4	9	3	0
XP_005189987.1	known	Metazoa	1	1	9	1	5	16	3	5	9	5	11	3	0
XP_005187545.1	known	Protostomia	1	1	9	1	3	17	3	4	5	1	0	0	0
PASA1_model_19	novel	Bilateria	1	0	0	0	1	5	1	1	4	2	2	0	0
XP_005191962.1	known	Opisthokont	1	0	9	0	5	15	2	5	10	5	11	4	2
XP_005174781.1	known	Metazoa	1	1	8	1	5	16	3	4	9	4	9	3	0
XP_005177729.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005183163.1	known	Bilateria	1	1	9	0	5	17	2	4	3	1	9	0	0
XP_005177661.1	known	Bilateria	1	1	9	1	2	12	2	1	0	2	3	0	0
XP_005178018.1	known	Opisthokont	1	1	4	0	2	5	0	1	1	0	0	0	1
XP_005175044.1	known	Opisthokont	1	0	9	1	5	17	3	4	8	4	11	4	4
XP_005184898.1	known	Opisthokont	1	1	9	0	5	16	3	4	10	5	11	4	4
XP_005181745.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005186346.1	known	Opisthokont	1	1	9	1	5	16	3	5	10	5	11	4	4
XP_005186545.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	5	11	4	3
XP_005184206.1	known	Opisthokont	1	1	9	0	4	17	3	5	9	4	10	1	2
XP_005181914.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	4	0
XP_005187578.1	known	Metazoa	1	1	9	1	5	17	3	4	10	4	11	3	0
XP_005191978.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005185126.1	known	Opisthokont	1	1	9	0	5	17	3	4	9	5	11	4	2
XP_005175605.1	known	Opisthokont	1	1	8	0	5	17	3	5	8	5	11	3	2
XP_005187054.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	4	11	4	4
XP_005177977.1	known	Calyptratae	1	1	0	0	0	0	0	0	0	0	0	0	0
XP_005186170.1	known	Bilateria	1	1	8	0	5	14	0	2	0	1	1	0	0
XP_005190784.1	known	Opisthokont	1	1	9	0	5	1	3	2	0	3	10	3	1
XP_005175130.1	known	Opisthokont	1	1	9	0	5	17	3	4	8	5	10	4	4
XP_005191771.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005182312.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005176362.1	known	Insecta	1	1	6	0	1	10	1	0	0	0	0	0	0
XP_005182633.1	known	Bilateria	1	1	9	1	5	17	3	0	0	0	1	0	0
XP_005179918.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	3	4
XP_005191695.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	10	3	2
XP_005186790.1	known	Protostomia	1	1	9	0	4	0	0	0	0	1	0	0	0
XP_005188867.1	known	Opisthokont	1	1	9	1	5	16	3	5	5	5	11	4	4
XP_005183630.1	known	Opisthokont	1	1	9	0	5	11	2	4	7	4	11	2	2
XP_005177369.1	known	Metazoa	1	1	9	1	5	15	3	5	10	5	11	4	0
XP_005179242.1	known	Endopterygota	1	1	9	0	5	1	0	0	0	0	0	0	0
XP_005190268.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	3	10	4	1
XP_005177495.1	known	Opisthokont	1	1	9	0	5	12	3	4	8	3	8	4	4
XP_005183259.1	known	Ecdysozoa	1	1	9	0	5	17	3	5	8	0	0	0	0
XP_005186274.1	known	Schizophora	1	1	9	0	0	0	0	0	0	0	0	0	0
XP_005181486.1	known	Schizophora	1	1	9	0	0	0	0	0	0	0	0	0	0
XP_005189835.1	known	Metazoa	1	1	9	0	3	17	3	3	9	2	11	3	0
XP_005191178.1	known	Metazoa	1	1	9	1	5	17	3	4	8	4	6	2	0
XP_005177939.1	known	Metazoa	1	1	8	0	2	15	3	3	6	3	11	1	0
XP_005179794.1	known	Opisthokont	1	1	9	1	5	16	3	5	7	4	11	1	4
XP_005183568.1	known	Diptera	1	1	9	0	3	0	0	0	0	0	0	0	0
XP_005174808.1	known	Diptera	1	1	9	1	4	0	0	0	0	0	0	0	0
XP_005175191.1	known	Endopterygota	1	1	9	0	2	2	0	0	0	0	0	0	0
XP_005176342.1	known	Metazoa	1	1	9	0	5	17	3	5	10	5	11	4	0
XP_005177974.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	3	0
XP_005175948.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	3	4
XP_005182309.1	known	Diptera	1	1	7	0	2	0	0	0	0	0	0	0	0
XP_005183112.1	known	Endopterygota	1	1	9	0	0	5	0	0	0	0	0	0	0
XP_005183573.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005186138.1	known	Bilateria	1	1	6	0	1	7	3	2	8	3	2	0	0
XP_005175604.1	known	Opisthokont	1	1	8	0	5	17	3	5	8	5	11	3	2
XP_005192087.1	known	Diptera	1	0	9	0	1	0	0	0	0	0	0	0	0
XP_005178944.1	known	Schizophora	1	1	9	0	0	0	0	0	0	0	0	0	0
XP_005188192.1	known	Opisthokont	1	1	9	0	5	17	3	5	9	5	11	3	3
XP_005184674.1	known	Arthropoda	1	1	9	1	5	7	2	1	0	0	0	0	0
XP_005182002.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	4
XP_005186619.1	known	Opisthokont	1	1	9	0	5	17	3	5	9	5	11	4	3
XP_005185164.1	known	Schizophora	1	0	2	0	0	0	0	0	0	0	0	0	0
XP_005186939.1	known	Bilateria	1	1	9	1	5	17	3	1	5	0	1	0	0
XP_005177248.1	known	Bilateria	1	1	4	1	1	7	2	0	1	0	3	0	0
XP_005191352.1	known	Metazoa	1	1	9	1	5	17	3	5	6	5	11	4	0
XP_005186454.1	known	Calyptratae	1	1	0	0	0	0	0	0	0	0	0	0	0
XP_005183677.1	known	Opisthokont	1	1	9	1	5	17	3	5	8	4	11	3	2
XP_005187902.1	known	Insecta	1	1	9	0	2	10	1	0	0	0	0	0	0
XP_005178365.1	known	Opisthokont	1	1	9	0	5	16	3	5	10	5	11	4	4
XP_005181045.1	known	Opisthokont	1	1	9	1	5	17	3	3	6	5	10	4	4
XP_005182753.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005186181.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	3
XP_005191763.1	known	Opisthokont	1	1	9	1	5	16	3	5	10	5	11	4	3
XP_005186694.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	10	4	4
XP_005180884.1	known	Bilateria	1	1	9	0	5	17	3	3	1	1	10	0	0
XP_005180027.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	3	2
XP_005181534.1	known	Metazoa	1	0	9	0	4	17	3	4	7	3	9	1	0
